reference_perturbed_action_std,rollout/episodes,reference_actor_Q_std,rollout/return,reference_action_std,rollout/Q_mean,total/episodes,total/duration,reference_actor_Q_mean,obs_rms_std,total/steps,train/loss_critic,rollout/actions_mean,rollout/return_history,param_noise_stddev,reference_Q_mean,obs_rms_mean,total/epochs,reference_perturbed_action_mean,rollout/actions_std,rollout/episode_steps,reference_Q_std,train/param_noise_distance,total/steps_per_second,reference_action_mean,train/loss_actor
0.914456307888,920.0,2025.63476562,192380.845811,0.906761825085,9814.35435855,920.0,5575.34154272,2025.2598877,0.145647928119,1918575,11595.6837793,-0.0259549392324,210465.219363,0.0191067043242,1994.13500977,0.673712670803,46,-0.0919667184353,0.39953994707,2085.4076087,2023.77502441,,344.117931664,-0.0560915321112,-10751.0782813
0.880495905876,940.0,2014.9642334,192801.096528,0.822869479656,9809.83074252,940.0,5700.99179435,1943.29077148,0.145635396242,1966105,10119.99521,-0.0270513674488,202841.634019,0.0191067043242,1918.33886719,0.673689186573,47,-0.0922089293599,0.398054612473,2091.60106383,2012.70251465,,344.870694596,-0.180110618472,-10627.7837891
0.781627357006,960.0,2042.0020752,193631.556147,0.805127024651,9814.23881985,960.0,5848.09332991,1908.27246094,0.145638778806,2015560,18465.9047656,-0.0278028391643,201487.979911,0.0191067043242,1881.09387207,0.673692762852,48,-0.416668146849,0.397770106386,2099.54166667,2041.23291016,,344.652502328,-0.380426287651,-10477.6928125
0.885321736336,980.0,2054.72119141,194952.900056,0.886045753956,9851.30903755,980.0,5983.43646383,1992.47167969,0.14562240243,2062213,15117.4226709,-0.0274541036973,213305.125456,0.01799937977,1962.22924805,0.673705458641,49,-0.163423165679,0.39541224277,2104.29897959,2052.52612305,,344.653613766,-0.0416321344674,-10486.1689844
0.895435631275,1000.0,2034.46130371,193890.696307,0.903545379639,9830.71306713,1000.0,6094.53183079,2009.97912598,0.145624130964,2097667,11095.0787109,-0.030169871605,207211.619982,0.01799937977,1972.14331055,0.673687756062,50,0.0076572378166,0.397514211641,2097.667,2031.66894531,,344.188373815,0.124009229243,-10264.9080859
0.911491513252,1020.0,1995.47705078,195104.80818,0.91710537672,9848.33667472,1020.0,6236.69474244,2013.81884766,0.145622551441,2148943,86514.8234766,-0.0313171223036,220165.26198,0.01799937977,1975.80480957,0.673692822456,51,0.0964846014977,0.396445070027,2106.80686275,1996.15515137,,344.5644029,0.0574818514287,-10452.5813867
0.915395855904,1040.0,2004.72766113,196144.71263,0.937428891659,9879.79369781,1040.0,6368.21716499,2045.90454102,0.145605713129,2193628,80050.769209,-0.0309118756117,227574.703991,0.01799937977,1999.25622559,0.673716962337,52,-0.102532811463,0.394332364414,2109.25769231,2006.87182617,,344.465011661,-0.060287039727,-10525.1892969
0.904488027096,1060.0,2023.2878418,197227.054406,0.870034039021,9910.33368502,1060.0,6502.56403542,2064.93066406,0.145601093769,2239566,16392.2340088,-0.0317049112586,231743.837691,0.0191067043242,2022.84423828,0.673738896847,53,-0.0472001582384,0.39333249272,2112.79811321,2022.70910645,,344.412755922,-0.0807944387197,-10606.5156055
0.909447610378,1080.0,2065.06665039,197173.030367,0.852238714695,9917.17756787,1080.0,6631.14969158,2128.24047852,0.145582020283,2278736,131239.779229,-0.0314745124029,218930.307419,0.0191067043242,2092.01171875,0.673732876778,54,-0.0961493477225,0.391950907422,2109.94074074,2061.19970703,,343.6411642,-0.0336761623621,-10436.3315234
0.904726684093,1100.0,2051.73608398,197620.239892,0.861381530762,9905.69238764,1100.0,6779.20555305,2000.98400879,0.145576953888,2330314,18770.4332129,-0.0315948326595,234915.675736,0.0191067043242,1973.96008301,0.673715353012,55,-0.135511443019,0.392672158566,2118.46727273,2048.8371582,,343.744408067,-0.149073123932,-10544.8286523
0.904532968998,1120.0,1977.3848877,198146.832195,0.878125190735,9908.93076365,1120.0,6916.42816424,2033.92822266,0.145577967167,2377690,25428.4237793,-0.0317058921596,229175.477146,0.0191067043242,2007.43225098,0.673709392548,56,-0.0339723788202,0.391501569854,2122.9375,1975.21069336,,343.774263758,-0.0656197294593,-10577.457207
0.894300758839,1140.0,1970.56262207,199322.866288,0.87544798851,9941.28516485,1140.0,7052.03174067,2057.88037109,0.145565152168,2425024,66401.3439453,-0.0317864872319,232375.664336,0.0219626639206,2019.86865234,0.673729777336,57,-0.171125173569,0.390100130562,2127.21403509,1964.14526367,,343.875933799,-0.0130213433877,-10480.8979883
0.805577218533,1160.0,1978.29553223,200409.181467,0.880796432495,9962.21593094,1160.0,7188.99274802,2085.29052734,0.145555019379,2475784,16717.3197168,-0.0307903023438,234139.728315,0.0219626639206,2047.53271484,0.673738718033,58,-0.392075389624,0.389128460628,2134.29655172,1972.78601074,,344.385380091,-0.0849092975259,-10564.1963477
0.838109493256,1180.0,2031.10791016,200712.227614,0.839470863342,9987.33974816,1180.0,7318.73520541,2017.33691406,0.145539209247,2515501,20111.3413232,-0.030142874374,238935.557881,0.0237824178999,1976.97009277,0.673756599426,59,-0.326287776232,0.387566609064,2131.78050847,2030.46850586,,343.707065415,-0.312425166368,-10617.3341016
0.896095633507,1200.0,1993.18859863,202401.230291,0.868273079395,10013.2297432,1200.0,7479.49659753,2025.71508789,0.145517095923,2573019,26191.5361377,-0.0289075529241,254992.124682,0.0215299126758,1986.1932373,0.673767566681,60,-0.255505591631,0.38569380601,2144.1825,1987.71569824,,344.009649105,-0.260580331087,-10761.8320508
0.902271211147,1220.0,2015.38061523,201920.125109,0.872061491013,9997.78946521,1220.0,7589.29447603,2062.5234375,0.145516857505,2614500,69375.6117578,-0.0293562006329,244181.005739,0.01799937977,2025.56237793,0.673744082451,61,-0.197004199028,0.385593408133,2143.03278689,2009.09265137,0.23663110584,344.49842581,-0.214225113392,-10675.4125195
0.865323007107,1240.0,1965.62219238,202197.355453,0.863517701626,9984.34448829,1240.0,7719.37684035,2121.16210938,0.145506933331,2664698,36898.2288281,-0.0297034813405,234966.531924,0.01799937977,2078.25561523,0.673714160919,62,-0.387403607368,0.385487580469,2148.95,1962.70471191,,345.195998992,-0.289236813784,-10510.5529297
0.880170166492,1260.0,1937.31628418,202930.862343,0.880723297596,10019.9071902,1260.0,7856.8333323,2229.07202148,0.145495668054,2708087,15256.2985303,-0.0292576435869,232182.360506,0.01799937977,2182.53271484,0.673744499683,63,-0.219634577632,0.383500197854,2149.27539683,1934.85314941,,344.679196499,-0.230177149177,-10603.1320898
0.906159043312,1280.0,1960.03405762,203530.473246,0.855455815792,10018.9720616,1280.0,8009.01188326,2202.82324219,0.145486354828,2760328,15990.9956836,-0.0288080218825,236785.771708,0.0211056883402,2156.88330078,0.673726499081,64,-0.17367772758,0.3826870203,2156.50625,1954.80041504,,344.652753702,-0.15683786571,-10462.1171094
0.870249271393,1300.0,1900.00598145,204325.021745,0.920906841755,10036.1779921,1300.0,8160.7932446,2198.08959961,0.145484700799,2809398,17392.9618066,-0.0292167527729,227410.519202,0.0211056883402,2148.17724609,0.67374676466,65,-0.0346811749041,0.381728559252,2161.07538462,1896.57556152,,344.255505047,0.0358718298376,-10322.8857812
0.627947747707,1320.0,1922.55053711,204143.011536,0.637154221535,10021.8524275,1320.0,8289.03104424,2139.74414062,0.145489364862,2855046,43067.7923535,-0.0305043692189,231262.225951,0.0211056883402,2097.98608398,0.673727452755,66,-0.655177116394,0.382412880021,2162.91363636,1917.78845215,,344.436639791,-0.649483203888,-10412.9777344
0.932430565357,1340.0,1936.82226562,203035.260242,0.904118478298,9982.01710547,1340.0,8413.59577394,2172.73974609,0.145512729883,2898353,65203.116333,-0.0321213899525,213425.279629,0.0228544361461,2128.30029297,0.673689186573,67,0.146688863635,0.383857813269,2162.95,1928.296875,,344.484460375,0.0984807834029,-10535.0035547
0.707174420357,1360.0,1987.33972168,204781.378527,0.850562810898,10022.4816637,1360.0,8577.94397807,2178.43896484,0.145505070686,2953888,20619.1092725,-0.0317454296585,228097.882445,0.0228544361461,2145.97558594,0.673738360405,68,-0.545976400375,0.38163541744,2171.97647059,1978.58679199,,344.358509166,-0.282930463552,-10435.7899414
0.84445977211,1380.0,1980.29162598,204703.571124,0.912192225456,10033.0736851,1380.0,8704.80468917,2171.89306641,0.145500719547,2993650,17904.4447729,-0.0311473405829,219719.223953,0.0228544361461,2125.8918457,0.673754692078,69,-0.423762232065,0.380072287751,2169.3115942,1973.21984863,0.188612901047,343.907773568,-0.0467477738857,-10556.0129297
0.778222501278,1400.0,1966.37329102,205555.276801,0.767871797085,10051.1614339,1400.0,8865.95002723,2123.32763672,0.145502388477,3043846,52477.2019873,-0.0316353036515,221548.592517,0.0228544361461,2095.18457031,0.673782408237,70,-0.357248663902,0.379297214982,2174.17571429,1957.76965332,,343.318650641,-0.432478159666,-10620.3160937
0.56592386961,1420.0,1944.40478516,205688.670948,0.810881137848,10064.0973641,1420.0,8994.22201109,2242.828125,0.1455001086,3088481,19281.8190625,-0.0313751527767,226091.375178,0.0228544361461,2205.64916992,0.673789262772,71,-0.727601528168,0.378228479408,2174.98661972,1935.76489258,,343.385008308,-0.37308511138,-10617.8491016
0.841865718365,1440.0,1923.30725098,207041.520294,0.82305431366,10089.027075,1440.0,9164.65903664,2064.2644043,0.145477518439,3144265,16412.737207,-0.0304724601708,260725.404994,0.0198825131376,2031.62805176,0.67380720377,72,-0.332596242428,0.376100629415,2183.51736111,1913.12475586,,343.085867945,-0.335510730743,-10502.8782422
0.924043357372,1460.0,1933.32910156,207162.519479,0.878301680088,10103.0856928,1460.0,9280.79498243,2122.34838867,0.145460829139,3184400,13917.9003223,-0.0303447306498,239546.036427,0.0233138103126,2092.68237305,0.673814594746,73,-0.201732873917,0.374972229959,2181.09589041,1921.67834473,0.179169865847,343.117158177,-0.203624010086,-10518.8788086
0.862391769886,1480.0,1920.64672852,206579.742356,0.82594794035,10092.7584715,1480.0,9408.89629745,2164.18432617,0.145458191633,3225603,18055.1458398,-0.0308579741653,232470.905369,0.0233138103126,2134.85791016,0.673799276352,74,-0.144500717521,0.375140405023,2179.46148649,1907.51464844,,342.824800914,-0.23387055099,-10529.1766211
0.905730247498,1500.0,1886.60339355,206708.58302,0.847319245338,10077.1873922,1500.0,9546.52447748,2148.02832031,0.145456343889,3278820,52389.7741455,-0.0312251944654,222854.870099,0.0233138103126,2111.76147461,0.673783540726,75,-0.133063331246,0.374036326165,2185.88,1879.04675293,,343.456931131,-0.151249319315,-10464.6308008
0.852176845074,1520.0,1887.17028809,207133.302084,0.880656778812,10086.4480774,1520.0,9685.09982109,2202.92553711,0.145431175828,3327005,18704.5525391,-0.0308268436868,227647.064229,0.0233138103126,2152.96923828,0.673778235912,76,-0.298877090216,0.372462958072,2188.81907895,1880.89660645,,343.517884323,-0.0929283127189,-10468.0544727
0.873417794704,1540.0,1879.33605957,208304.933756,0.831381380558,10115.8801387,1540.0,9825.41316485,2238.27783203,0.145420879126,3379180,12885.4134668,-0.0303858054605,226498.087599,0.0233138103126,2207.37402344,0.673811197281,77,-0.168872371316,0.37065698763,2194.27272727,1870.66699219,,343.92243291,-0.277897030115,-10508.2603906
0.864986360073,1560.0,1921.17675781,208254.368983,0.880097091198,10123.3972256,1560.0,9952.62958932,2219.15283203,0.145401790738,3419827,15742.0784326,-0.0299708866403,224195.371739,0.0233138103126,2177.84277344,0.673812389374,78,-0.132473096251,0.369711520859,2192.19679487,1911.92675781,,343.61039656,-0.10623575002,-10587.9704492
0.879851520061,1580.0,1918.77172852,209578.606717,0.846997737885,10148.6176608,1580.0,10125.9704907,2182.90087891,0.145398706198,3476716,24775.5920752,-0.0293958974328,253961.799256,0.0233138103126,2151.41650391,0.673852980137,79,-0.0790835693479,0.367521884442,2200.45316456,1908.32434082,,343.346447947,-0.270147114992,-10518.1424609
0.889791488647,1600.0,1925.75366211,210172.847376,0.925946176052,10163.9478586,1600.0,10269.0962293,2159.95019531,0.145395323634,3525819,22215.8606592,-0.028987133278,262136.812702,0.0233138103126,2121.12890625,0.673880577087,80,-0.177508369088,0.366244082345,2203.636875,1920.75097656,,343.342677999,-0.0154423089698,-10496.9135156
