obs_rms_mean,param_noise_stddev,rollout/episode_steps,rollout/actions_mean,reference_perturbed_action_mean,rollout/episodes,reference_Q_std,train/loss_actor,total/epochs,rollout/actions_std,reference_action_mean,train/param_noise_distance,rollout/return,reference_action_std,reference_actor_Q_mean,total/steps_per_second,reference_actor_Q_std,train/loss_critic,reference_perturbed_action_std,total/duration,reference_Q_mean,total/episodes,rollout/Q_mean,obs_rms_std,rollout/return_history,total/steps
0.158564135432,0.0496635392466,717.688043478,0.0316479914661,-0.0282185487449,920.0,2764.05419922,-5657.72292969,46,0.571025733158,-0.0292417686433,,37706.264296,0.934158802032,4440.80664062,170.190670999,2764.48779297,10312.4808789,0.931469380856,3879.60747862,4431.48242188,920.0,5618.87944069,0.171651393175,40637.6413657,660273
0.158673942089,0.0496635392466,716.257446809,0.0319621168986,-0.12851575017,940.0,2758.30249023,-5747.61606445,47,0.570180723126,-0.0652956143022,,37785.8282236,0.932857990265,4450.75488281,170.028965862,2762.23876953,10995.4178296,0.926781177521,3959.80765152,4440.59863281,940.0,5636.71077294,0.171636790037,40780.6955638,673282
0.158792942762,0.0449597542038,715.0375,0.0322273316631,0.0387559235096,960.0,2780.89428711,-5675.97275391,48,0.568859076479,0.00700064375997,,37920.6144873,0.934418916702,4385.46289062,169.872978579,2781.17700195,11144.2949658,0.932582616806,4040.87810636,4375.47070312,960.0,5653.66344145,0.171630099416,41211.4410574,686436
0.158900216222,0.0449597542038,714.032653061,0.0324665742415,-0.0672019124031,980.0,2767.6237793,-5636.8325,49,0.56772151259,0.0370670370758,,38048.7026848,0.936970353127,4390.22460938,169.792023618,2768.02758789,12384.5374756,0.944367408752,4121.23010898,4380.71826172,980.0,5669.83359981,0.171614170074,41906.9761966,699752
0.158997178078,0.0467853005131,713.368,0.0332408113092,0.0467674508691,1000.0,2770.60400391,-5684.7734082,50,0.567924277585,0.00592184811831,,38150.7135871,0.941532790661,4451.04394531,169.740737536,2765.21533203,9571.65279297,0.931149423122,4202.69176602,4429.51220703,1000.0,5683.84941631,0.171597465873,42315.8338747,713368
0.159106075764,0.0527188476604,712.141176471,0.0337257427635,-0.0422302186489,1020.0,2758.15087891,-5713.63630859,51,0.566856084276,-0.00686077028513,,38214.4466209,0.931154370308,4461.42480469,169.540688887,2750.50366211,14076.2089648,0.938296437263,4284.42284131,4437.03515625,1020.0,5697.94948446,0.171590685844,42889.7240097,726384
0.159125268459,0.0527188476604,713.322115385,0.0340221405303,-0.00565687334165,1040.0,2764.4777832,-5782.08209961,52,0.567109612453,-0.0198582224548,,38229.0497562,0.933451771736,4540.63671875,169.631478227,2758.43579102,12321.2226172,0.927138090134,4373.33334446,4517.51757812,1040.0,5691.25504833,0.171611770988,42395.3321628,741855
0.159240871668,0.0527188476604,711.862264151,0.0340483233463,-0.0779769718647,1060.0,2735.60693359,-5756.54599609,53,0.565641512138,-0.0475156195462,,38264.5177652,0.934461891651,4595.51367188,169.46611461,2730.8737793,12859.9942529,0.923361182213,4452.65415883,4572.30664062,1060.0,5705.46376078,0.171610638499,41565.9892331,754574
0.159175291657,0.0467853005131,717.119444444,0.0304413004714,-0.0681250393391,1080.0,2752.99389648,-5760.38423828,54,0.570138084705,-0.0224170610309,,38325.2383864,0.940344512463,4604.66357422,170.017983754,2750.40527344,12410.0173096,0.947346925735,4555.33575273,4586.57568359,1080.0,5678.19535478,0.171617478132,41035.2882621,774489
0.159122541547,0.0467853005131,721.26,0.0243846868997,-0.0397020913661,1100.0,2705.65844727,-5615.7037793,55,0.574191771065,-0.0271573364735,,38406.4455582,0.936912596226,4662.60449219,170.455046122,2702.66015625,13728.9902393,0.931867063046,4654.51752853,4642.07128906,1100.0,5660.07845892,0.17164029181,40963.7652696,793386
0.159135714173,0.0467853005131,723.541071429,0.021242477987,0.0426227450371,1120.0,2705.93408203,-5785.08480469,56,0.57621735964,-0.0821572989225,,38454.5028132,0.941718757153,4660.43261719,170.652568072,2703.07617188,11651.2197607,0.92394220829,4748.63056064,4633.22265625,1120.0,5655.62267549,0.171632885933,40903.0759746,810366
0.159119442105,0.0449597542038,726.360526316,0.0169306130139,-0.0192695856094,1140.0,2705.6340332,-5702.76920898,57,0.578794264502,0.0264984592795,,38546.8933435,0.945035636425,4598.47509766,170.988825699,2702.96533203,10357.112832,0.939147889614,4842.71996498,4588.58349609,1140.0,5645.04009614,0.171623378992,41852.4666516,828051
0.159086018801,0.0449597542038,728.785344828,0.012892520159,-0.0817201882601,1160.0,2669.81958008,-5834.78955078,58,0.580816796116,-0.0562820956111,,38618.691918,0.93230599165,4608.81103516,171.249300588,2665.38842773,12911.5412842,0.943716406822,4936.60994291,4591.48095703,1160.0,5635.52421822,0.171667382121,42372.9379376,845391
0.159024715424,0.0449597542038,732.183898305,0.0081576150264,-0.0689941570163,1180.0,2687.37084961,-5657.37808594,59,0.583085941107,-0.00680058915168,,38710.4011807,0.926970362663,4547.28222656,171.613424738,2687.27490234,15035.2709082,0.923657178879,5034.43714452,4540.62890625,1180.0,5620.91617866,0.17171177268,42870.1593582,863977
0.159083351493,0.0449597542038,732.145833333,0.00742574494489,-0.111832775176,1200.0,2719.46069336,-5675.87511719,60,0.583249600968,-0.00984803400934,,38757.9526396,0.936673462391,4484.24609375,171.546114034,2718.84130859,15282.875127,0.936261057854,5121.50919271,4476.88183594,1200.0,5627.11171386,0.171704351902,42624.5305341,878575
0.159068107605,0.0449597542038,733.773770492,0.00497349656231,-0.0695110559464,1220.0,2740.92700195,-5614.36961914,61,0.58618620537,-0.0313295423985,,38771.3084965,0.948391675949,4468.74853516,171.779017418,2739.296875,13839.1206787,0.950172483921,5211.36989522,4452.94433594,1220.0,5622.2277362,0.171698510647,42319.5321499,895204
0.159077346325,0.0449597542038,734.686290323,0.00364340720637,-0.0012578163296,1240.0,2755.75683594,-5720.45652344,62,0.587928648152,-0.0110364258289,,38780.2974837,0.951036393642,4427.43798828,171.908251622,2754.36987305,10911.9592725,0.948100626469,5299.40239286,4415.46972656,1240.0,5619.04295101,0.171696349978,41441.1046819,911011
0.159170776606,0.0449597542038,733.958730159,0.00443365737176,-0.114294268191,1260.0,2743.79663086,-5528.27401367,63,0.587534372961,-0.0397322513163,,38821.5619518,0.936708331108,4405.37988281,171.835498971,2741.57177734,11012.4837549,0.935328781605,5381.82159996,4394.22363281,1260.0,5630.08631932,0.171667054296,41174.8543439,924788
0.15923987329,0.0449597542038,733.84296875,0.00367815455891,-0.0424117222428,1280.0,2757.84960938,-5617.60228516,64,0.587374769172,-0.0693815052509,,38868.4461534,0.941530287266,4399.48339844,171.863706146,2754.65063477,13115.9666016,0.93164986372,5465.48786283,4384.30175781,1280.0,5634.0001927,0.171665668488,40733.3768316,939319
0.159339994192,0.0496635392466,733.244615385,0.00424220853482,0.015038702637,1300.0,2741.14306641,-5690.33513672,65,0.587664187709,-0.0468644723296,,38914.5877812,0.945849299431,4429.19970703,171.806400091,2739.38085938,10952.5495093,0.952985525131,5548.21007538,4416.21191406,1300.0,5643.98053864,0.171638578176,40794.2094803,953218
0.159409254789,0.0496635392466,733.240151515,0.00382619616535,-0.0527594685555,1320.0,2743.34350586,-5618.0087793,66,0.587765613577,-0.0564010217786,,38968.761413,0.94005638361,4409.42724609,171.799316301,2741.3046875,12488.7479346,0.941947162151,5633.76514435,4395.10742188,1320.0,5649.39571461,0.171640262008,41377.6869941,967877
0.159476831555,0.0496635392466,733.536567164,0.00354054245827,-0.123972639441,1340.0,2739.32397461,-5681.0246582,67,0.587955158481,-0.0937966704369,,39013.4317,0.940971076488,4452.3046875,171.843265458,2735.72924805,16895.66771,0.945138692856,5719.97393894,4434.92529297,1340.0,5653.48875386,0.171628981829,41904.2959817,982939
0.159570559859,0.0496635392466,732.532352941,0.00442498779287,-0.08719804883,1360.0,2743.7746582,-5624.20833984,68,0.587310422228,-0.100637793541,,39044.1743152,0.942877411842,4408.64355469,171.71759568,2743.80419922,13685.8960449,0.948891580105,5801.64191127,4395.03417969,1360.0,5663.28401383,0.17161154747,41849.090094,996244
0.159670263529,0.0496635392466,731.637681159,0.00550929175188,-0.0458318330348,1380.0,2766.58276367,-5653.20508789,69,0.586752013928,-0.0761926844716,,39090.8517537,0.931514263153,4347.49707031,171.639960245,2767.88574219,11869.1018701,0.936389744282,5882.42970085,4335.23046875,1380.0,5673.18985885,0.171596318483,41937.6434383,1009660
0.159768924117,0.0496635392466,730.675,0.00629439231519,-0.154040575027,1400.0,2777.96948242,-5732.96142578,70,0.585617869755,-0.0339534766972,,39128.4959845,0.93316847086,4354.14160156,171.531143953,2777.81201172,13259.019375,0.931119918823,5963.61090136,4343.13427734,1400.0,5682.85414733,0.171585962176,41909.3026276,1022945
0.159871920943,0.0496635392466,729.700704225,0.00736511601262,-0.0450855456293,1420.0,2784.72680664,-5772.21073242,71,0.585022431162,-0.0868856906891,,39151.7655006,0.935232698917,4349.19091797,171.374779881,2786.24121094,13424.5360986,0.935615539551,6046.25138378,4336.79589844,1420.0,5692.0767042,0.171585530043,41567.4194568,1036175
0.159933596849,0.0506617763854,729.6,0.00730507874125,0.0144542660564,1440.0,2801.90478516,-5790.73189453,72,0.584956214756,-0.0886569172144,,39166.5039205,0.937427341938,4306.79882812,171.352019286,2803.34790039,10626.3781738,0.931551992893,6131.37799239,4298.15234375,1440.0,5694.66900991,0.171592026949,41217.6716756,1050624
0.160032361746,0.0506617763854,728.503424658,0.00816150493714,-0.0623622015119,1460.0,2776.36547852,-5723.46305664,73,0.583854732053,-0.0531411170959,,39194.352585,0.934367060661,4315.40039062,171.165991336,2775.79003906,11939.7131055,0.938944280148,6213.93883038,4305.99609375,1460.0,5703.19127093,0.171591222286,41236.7770536,1063615
0.159954577684,0.0506617763854,731.628378378,0.00486943846957,-0.113698013127,1480.0,2765.41870117,-5924.87274414,74,0.585460940291,-0.0940479189157,,39208.4638696,0.927582263947,4356.33105469,171.433029571,2766.70581055,9722.5121875,0.927534639835,6316.22740793,4346.93115234,1480.0,5679.91399128,0.171649187803,40831.5110689,1082810
0.159691825509,0.0506617763854,738.764666667,-0.00498134531356,-0.117329768836,1500.0,2782.33178711,-5735.73625977,75,0.590462847747,-0.0753555074334,,39217.7186139,0.924878716469,4347.74804688,171.823587528,2778.61010742,11826.920376,0.938785493374,6449.32989669,4334.16894531,1500.0,5627.89680819,0.171747028828,40466.8354265,1108147
0.159658268094,0.0527188476604,740.379605263,-0.00773084476255,-0.19104924798,1520.0,2780.46435547,-5711.69087891,76,0.591503342612,-0.101540341973,,39217.5645893,0.933612644672,4324.30566406,171.625540401,2778.59179688,8749.84589355,0.929973185062,6557.16507792,4313.40917969,1520.0,5616.9978174,0.171792849898,40151.9116491,1125377
0.159737676382,0.048684971323,739.277272727,-0.00751443058209,-0.058163780719,1540.0,2769.56274414,-5850.87474609,77,0.590963190249,-0.143315091729,,39164.7573846,0.934984624386,4293.51953125,171.381577943,2766.41992188,9203.34512207,0.951576054096,6642.99520206,4272.38085938,1540.0,5621.11925435,0.171792834997,39139.6072666,1138487
0.15982145071,0.048684971323,738.919871795,-0.00784705092479,-0.130607262254,1560.0,2759.16992188,-5732.92449219,78,0.590906446802,-0.103619635105,,39172.9736263,0.945194244385,4311.14355469,171.317083934,2755.90405273,12798.9131738,0.936081528664,6728.54670143,4299.70117188,1560.0,5625.23711246,0.171790242195,38860.8408302,1152715
0.159903496504,0.055962119108,738.076582278,-0.0076507045135,-0.124600306153,1580.0,2792.02416992,-5720.40673828,79,0.591063411996,-0.134465456009,,39178.4970345,0.951650202274,4282.17919922,171.089858044,2786.8034668,10467.673291,0.934310555458,6816.07322216,4262.75585938,1580.0,5632.76397782,0.171777039766,38734.9878741,1166161
0.159990802407,0.055962119108,737.265,-0.00751785192042,-0.146668180823,1600.0,2763.59521484,-5737.88723633,80,0.591196164127,-0.116973668337,,39192.4347222,0.948880314827,4336.17578125,170.73504805,2757.5534668,9841.67382812,0.947116613388,6909.09109449,4320.28320312,1600.0,5640.62635292,0.17176181078,38813.1763469,1179624
