obs_rms_mean,train/param_noise_distance,reference_action_mean,rollout/actions_std,param_noise_stddev,rollout/Q_mean,total/steps,total/duration,reference_actor_Q_std,rollout/episode_steps,reference_perturbed_action_mean,reference_Q_mean,reference_actor_Q_mean,reference_perturbed_action_std,obs_rms_std,total/steps_per_second,rollout/episodes,rollout/return_history,train/loss_critic,rollout/return,total/episodes,rollout/actions_mean,reference_Q_std,reference_action_std,total/epochs,train/loss_actor
0.0860572829843,,-0.320982307196,0.441717517111,0.2,7.47754592158,37380,123.152699947,15.965669632,1869.0,0.0262236017734,18.2871894836,19.6826972961,0.59956073761,0.128574430943,303.525623198,20.0,12822.2095994,171.987199097,12822.2095994,20.0,-0.384648279769,16.2360210419,0.822550296783,1,-16.3086002159
