obs_rms_mean,rollout/return,reference_actor_Q_std,param_noise_stddev,rollout/return_history,rollout/episodes,reference_actor_Q_mean,reference_Q_mean,total/epochs,train/param_noise_distance,total/steps,total/duration,rollout/actions_std,obs_rms_std,total/episodes,train/loss_actor,rollout/Q_mean,reference_perturbed_action_mean,total/steps_per_second,reference_action_mean,rollout/actions_mean,train/loss_critic,reference_perturbed_action_std,reference_action_std,rollout/episode_steps,reference_Q_std
0.0866127535701,13652.1426899,10.3089160919,0.2,13652.1426899,20.0,27.2016944885,26.382686615,1,,38240,104.917249918,0.445159407517,0.127452820539,20.0,-25.9100005341,9.50694558417,-0.270327538252,364.47771963,-0.637501180172,-0.394583136213,268.435992737,0.313597291708,0.212949961424,1912.0,10.6212005615
