obs_rms_std,rollout/episode_steps,reference_actor_Q_mean,reference_Q_std,rollout/Q_mean,obs_rms_mean,reference_perturbed_action_mean,param_noise_stddev,reference_actor_Q_std,total/duration,rollout/actions_mean,total/epochs,reference_action_mean,rollout/actions_std,rollout/episodes,reference_Q_mean,rollout/return,total/episodes,total/steps,train/loss_actor,train/loss_critic,total/steps_per_second,train/param_noise_distance,reference_perturbed_action_std,rollout/return_history,reference_action_std
0.133936747909,1871.6,2.83592581749,2.92343688011,1.20221452204,0.082094296813,0.378803819418,0.2,3.13375711441,92.1654715538,0.168495313245,1,0.197677865624,0.513341045809,20.0,2.49202632904,392.962142198,20.0,37432,-3.13628143311,0.391965843439,406.139081903,,0.728715181351,392.962142198,0.794903218746
