reference_action_std,reference_Q_std,param_noise_stddev,obs_rms_mean,rollout/episodes,rollout/Q_mean,train/loss_actor,obs_rms_std,reference_actor_Q_std,total/epochs,rollout/return,total/episodes,rollout/episode_steps,rollout/actions_mean,total/steps,rollout/return_history,reference_action_mean,rollout/actions_std,reference_actor_Q_mean,reference_Q_mean,total/duration,reference_perturbed_action_mean,train/param_noise_distance,train/loss_critic,total/steps_per_second,reference_perturbed_action_std
0.932272613049,242.322479248,0.0247480794341,0.121066905558,640.0,-80.0753741178,3.30928548813,0.149492904544,242.397705078,32,-928.337027115,640.0,1889.6078125,-0.0244797667909,1209349,7134.40658056,0.0956759229302,0.618032039298,-196.84161377,-198.031387329,3042.20677996,0.114156864583,,306.381363678,397.523602921,0.926545262337
0.948073446751,256.207305908,0.0247480794341,0.121981233358,660.0,-45.6394968116,-59.6425930595,0.149667277932,255.391799927,33,153.608993307,660.0,1936.67878788,-0.0197361792217,1278208,12577.0282553,0.133957713842,0.619761003568,-206.267181396,-206.722137451,3210.86383247,0.265450000763,,415.892516479,398.088510348,0.915797770023
0.93086874485,227.791763306,0.0247480794341,0.12343724072,680.0,32.4598877032,-214.979449158,0.150108128786,228.864440918,34,3540.27049157,680.0,2040.13088235,-0.0158925049684,1387289,33780.0509438,0.262919902802,0.609177959981,-237.607391357,-240.149169922,3429.76307845,0.220209002495,,581.813708038,404.485373557,0.927952408791
0.938902258873,232.022888184,0.0247480794341,0.12353823334,700.0,72.5784659074,-355.392388611,0.149463549256,234.227706909,35,4961.62812361,700.0,2101.26142857,-0.00358967328261,1470883,38003.2486655,0.144296467304,0.610499753092,-247.931472778,-251.861968994,3629.62432075,0.110218949616,,678.829844513,405.243868241,0.922039210796
0.953996419907,212.897277832,0.0247480794341,0.1264000386,720.0,137.355654785,-489.773500671,0.150268852711,211.176986694,36,7601.85902807,720.0,2181.68194444,-0.00141823759187,1570811,59698.4433982,-0.0018760288367,0.60139571348,-276.402038574,-278.310913086,3883.86427283,0.0353615283966,,1008.06839935,404.445389863,0.965238630772
0.967720985413,203.934890747,0.0247480794341,0.12842105329,740.0,284.730471518,-863.591773682,0.150442302227,203.453430176,37,15019.2222714,740.0,2402.06756757,0.00347888669676,1777530,117083.601782,-0.0923599302769,0.576975852524,-302.19921875,-305.638549805,4300.70557117,-0.114748954773,,2035.30907684,413.311251045,0.946577131748
0.967757105827,204.301116943,0.0247480794341,0.130528241396,760.0,332.59645667,-1077.84234131,0.151106342673,206.566329956,38,17242.7985868,760.0,2441.97631579,0.00219854837398,1855902,130031.449904,0.119864501059,0.57031766369,-310.158752441,-315.796142578,4500.5634594,0.215352609754,,538.737217865,412.37103237,0.891707360744
0.948534548283,203.223022461,0.0247480794341,0.133865743876,780.0,440.226368354,-1216.39990356,0.152550682425,207.385253906,39,23717.5334434,780.0,2576.79615385,0.0019758725321,2009901,160922.921516,0.255966961384,0.554457597718,-310.814758301,-320.175964355,4840.73276734,0.354337006807,,579.135251312,415.205940216,0.900512337685
0.972551465034,231.866714478,0.0219626639206,0.137401878834,800.0,531.59130956,-1462.30277588,0.153824865818,235.759246826,40,29780.1696428,800.0,2679.13625,0.00063044395623,2143309,203509.960277,0.0924271717668,0.53991478318,-270.843200684,-279.895019531,5166.9531436,0.150572657585,,1953.93656204,414.810999913,0.936181724072
0.979408442974,270.192565918,0.0219626639206,0.140469759703,820.0,608.400594396,-1758.74036377,0.155872881413,275.764465332,41,36229.2138255,820.0,2750.46829268,0.000235837779344,2255384,242346.168367,-0.0571746192873,0.527790155498,-187.987884521,-202.732055664,5431.4172132,0.0248936470598,,2116.26274414,415.24779104,0.956315755844
0.959211230278,332.088134766,0.0219626639206,0.142311125994,840.0,651.253506037,-1951.31644531,0.156735360622,336.564147949,42,38983.4471282,840.0,2769.26428571,-0.00112535847468,2326182,216318.711068,0.153151586652,0.522781665958,-96.1912078857,-108.020263672,5608.46716094,0.119660437107,,617.002509766,414.762524813,0.961414813995
0.962588727474,385.421447754,0.0219626639206,0.145145922899,860.0,723.700030959,-2177.78979248,0.158322066069,389.571563721,43,44384.4316201,860.0,2826.6755814,0.000398652904958,2430941,250660.842674,0.176338747144,0.51356468843,-25.4280757904,-40.505279541,5866.19909978,0.202437952161,,2345.13138824,414.397970245,0.956084609032
0.918225467205,458.300872803,0.0219626639206,0.145879387856,880.0,756.843900644,-2348.8993457,0.158528447151,462.916107178,44,45816.8620127,880.0,2843.34886364,0.00714670964629,2502147,218191.624853,0.229718327522,0.513112764653,75.7958297729,59.2203292847,6038.48980975,0.157366618514,,5682.88426971,414.366352984,0.944346904755
0.961051702499,480.733062744,0.0219626639206,0.151036903262,900.0,933.209612949,-2616.96983887,0.161688387394,482.072723389,45,57754.0657171,900.0,3040.36222222,0.00756137815186,2736326,281545.234312,0.0471990667284,0.493293509664,98.2154693604,85.7457962036,6472.82761478,0.139460131526,,769.233421021,422.74044094,0.946159482002
0.943238735199,495.984222412,0.026270585008,0.152570724487,920.0,1021.96489552,-2842.82266113,0.161760166287,478.792907715,46,63721.5210626,920.0,3113.29673913,0.0068290571987,2864233,289158.440407,-0.24859534204,0.484954859749,242.899719238,211.063446045,6779.3792119,-0.219993904233,,840.379503784,422.491928903,0.959874391556
0.93321788311,471.349578857,0.026270585008,0.155634656549,940.0,1145.35467449,-3097.41083008,0.162887141109,469.645446777,47,73687.8398672,940.0,3215.22446809,0.00601433555834,3022311,365204.738875,-0.267827898264,0.473835840203,261.643310547,265.414916992,7121.32558823,-0.287078410387,,764.307066956,424.402867494,0.935666978359
0.931442677975,478.776397705,0.026270585008,0.157429918647,960.0,1219.46846819,-3322.75805664,0.163248553872,476.131652832,48,78364.4235664,960.0,3250.62395833,0.0054526243086,3120599,370592.354305,-0.291584461927,0.468220102727,303.312530518,314.758483887,7351.25794625,-0.287415832281,,702.608164673,424.498639936,0.933246195316
0.964763998985,499.991546631,0.026270585008,0.158259987831,980.0,1292.77830494,-3478.14843262,0.162971809506,498.575408936,49,82438.0333939,980.0,3301.26938776,0.00482076003049,3235244,404704.341548,-0.208009526134,0.463126287442,269.943725586,276.275787354,7601.82476783,-0.210458800197,,1522.07600525,425.587815927,0.962002396584
0.971425056458,523.202026367,0.026270585008,0.160053417087,1000.0,1353.97112471,-3697.48165527,0.163862138987,519.20526123,50,85955.0362505,1000.0,3315.671,0.00445475758406,3315671,339763.771051,-0.177828475833,0.45879020813,295.989837646,283.099334717,7798.465693,-0.157589197159,,1238.11322937,425.169659075,0.961402118206
0.941444337368,524.353820801,0.0320551061704,0.161199390888,1020.0,1376.44724821,-3936.69505859,0.164655551314,517.458251953,51,86538.259768,1020.0,3279.63627451,0.00422272972463,3345229,296452.255858,-0.250043183565,0.457902421995,356.6222229,345.31237793,7899.2448895,-0.250157564878,,7049.03897766,423.487187294,0.942741334438
0.928945660591,560.172607422,0.0320551061704,0.162595435977,1040.0,1444.39249641,-4174.58670898,0.165040075779,560.643798828,52,89837.5945058,1040.0,3291.35865385,0.00404381409197,3423013,241645.288108,-0.286878854036,0.454057188448,461.604400635,434.467224121,8097.80040097,-0.326003164053,,8811.86127136,422.708986454,0.938714921474
0.938915669918,571.825134277,0.0320551061704,0.164403378963,1060.0,1481.33276586,-4441.11158203,0.166263520718,565.18371582,53,91452.8542846,1060.0,3269.1245283,0.00396776111295,3465272,217101.789179,-0.243297532201,0.452321441884,533.025024414,517.94329834,8238.87257743,-0.319446355104,,1972.70575195,420.60026629,0.93986338377
0.939705014229,577.443786621,0.0320551061704,0.166181102395,1080.0,1523.40515655,-4673.06587891,0.167614355683,574.604980469,54,93039.7744433,1080.0,3251.4962963,0.00376272077938,3511616,196936.836728,-0.313823342323,0.450380704161,612.619140625,582.870849609,8380.48194051,-0.322769075632,,2098.12831909,419.023157013,0.937183916569
0.907733023167,647.901733398,0.0320551061704,0.167114302516,1100.0,1575.91913036,-4828.92503906,0.168035969138,659.960388184,55,94593.2355442,1100.0,3249.27363636,0.00361708057536,3574201,180975.228481,-0.35239687562,0.448412170435,684.416625977,715.464477539,8545.28923249,-0.305729597807,,2033.15793884,418.265655235,0.93361467123
0.872159063816,648.961242676,0.0347110866662,0.168287888169,1120.0,1607.87934382,-4960.16748047,0.169105470181,659.289428711,56,94857.0352793,1120.0,3232.4625,0.00255925772785,3620358,179708.545494,-0.427997201681,0.447364370563,827.542541504,832.253967285,8685.94518685,-0.383336931467,,2188.4065271,416.806452507,0.899442017078
0.344651371241,653.03314209,0.0383426343286,0.168266326189,1140.0,1613.45964809,-5113.97904297,0.169611081481,653.624572754,57,93595.230104,1140.0,3196.65964912,-0.000721841778427,3644192,132674.640325,-0.915490627289,0.449693614271,989.805786133,944.262817383,8765.73564363,-0.874399423599,,13736.050105,415.731451205,0.333859294653
0.942024409771,672.205200195,0.0383426343286,0.168299540877,1160.0,1639.48976623,-5200.43405273,0.169942438602,683.92767334,58,92997.3450583,1160.0,3175.54224138,-0.00352334602386,3683629,109368.94726,-0.333545327187,0.450644137539,1060.95996094,1061.86083984,8871.57160878,-0.333501964808,,15490.2979309,415.217186136,0.942141294479
0.943114936352,709.800354004,0.0383426343286,0.168980941176,1180.0,1659.27744148,-5286.02026367,0.170853257179,725.706970215,59,92496.3110385,1180.0,3139.8059322,-0.0034827802831,3704971,86626.9062656,-0.132998898625,0.450135862422,995.360534668,1014.11669922,8948.46328807,-0.114900790155,,7254.63352844,414.034329776,0.943091869354
0.851420342922,697.443847656,0.0333566720219,0.170266032219,1200.0,1705.3410377,-5294.86375977,0.172278687358,689.997741699,60,93211.2992461,1200.0,3132.54666667,-0.00428893170399,3759056,78009.9999673,-0.420527905226,0.449096179352,1169.14086914,1152.71057129,9107.91562939,-0.413372904062,,26280.7872168,412.724069146,0.865431666374
0.815290808678,725.524719238,0.0320551061704,0.170448899269,1220.0,1722.65023783,-5389.98860352,0.1729747504,732.117736816,61,92698.7727709,1220.0,3116.07377049,-0.00836992371181,3801610,68526.2326766,-0.289924770594,0.452605522978,1129.27954102,1112.04589844,9236.19113874,-0.466720819473,,3256.41167236,411.599320856,0.782647013664
0.932883560658,785.098022461,0.0320551061704,0.170868054032,1240.0,1735.23762371,-5312.38085938,0.173810496926,767.72869873,62,91850.0207833,1240.0,3092.58709677,-0.00927154204276,3834808,71954.6345277,-0.271391570568,0.454994521082,1113.55212402,1094.30334473,9337.62888861,-0.0942559018731,,17200.6510278,410.683273639,0.864025175571
0.968490660191,815.024169922,0.0320551061704,0.171155080199,1260.0,1746.24091339,-5316.86698242,0.17434386909,814.362304688,63,91028.1195672,1260.0,3067.25396825,-0.0111249792517,3864740,68185.1038695,-0.0858715251088,0.45711926337,1015.99206543,1000.39306641,9426.56496549,-0.248487651348,,3093.41134766,409.983913987,0.909881949425
0.847484529018,831.769714355,0.0301973600334,0.1713129282,1280.0,1758.31510809,-5391.565625,0.174521252513,826.080688477,64,90214.6190707,1280.0,3036.61796875,-0.0115476752371,3886871,63290.653851,-0.385184437037,0.45788146478,950.037353516,942.220153809,9497.88312364,-0.31407430768,,16445.1958594,409.235505365,0.861410737038
