total/steps_per_second,param_noise_stddev,obs_rms_mean,train/loss_actor,rollout/episode_steps,reference_Q_mean,reference_actor_Q_std,reference_actor_Q_mean,total/episodes,rollout/actions_mean,rollout/actions_std,rollout/episodes,total/duration,obs_rms_std,reference_action_mean,reference_Q_std,train/param_noise_distance,total/steps,reference_perturbed_action_mean,rollout/Q_mean,total/epochs,rollout/return_history,reference_perturbed_action_std,rollout/return,reference_action_std,train/loss_critic
402.185021671,0.2,0.169847548008,-34.2592102051,2002.0,34.70677948,3.76030945778,35.6883163452,20.0,-0.366192786382,0.45947503296,20.0,99.5561690331,0.133630096912,-0.20313835144,5.39690732956,,40040,0.145587489009,11.9077987817,1,28597.6774794,0.657091140747,28597.6774794,0.635340452194,518.374368896
