reference_Q_mean,total/episodes,param_noise_stddev,reference_action_mean,reference_actor_Q_mean,total/steps,reference_action_std,rollout/return_history,rollout/actions_std,reference_perturbed_action_mean,rollout/return,rollout/actions_mean,obs_rms_mean,total/steps_per_second,rollout/Q_mean,total/duration,total/epochs,rollout/episodes,train/loss_critic,train/loss_actor,reference_Q_std,reference_perturbed_action_std,rollout/episode_steps,train/param_noise_distance,reference_actor_Q_std,obs_rms_std
2442.43505859,1640.0,0.0407014789669,0.0914227589965,2516.45678711,1890403,0.915787994862,142033.369914,0.430508789486,-0.00137305259705,65358.0315864,0.021558822985,0.236765041947,289.417470975,4445.96363327,6531.75149941,82,1640.0,47022.9502832,-8674.67963867,1470.74938965,0.875211715698,1152.6847561,,1479.33691406,0.227060511708
2507.32666016,1660.0,0.0407014789669,-0.0481107644737,2543.54760742,1930891,0.919042646885,143943.066199,0.429603380663,0.0467877089977,66711.315052,0.0235669169052,0.237888127565,290.203993083,4548.05040995,6653.56454778,83,1660.0,22420.0557373,-8667.19227539,1482.18347168,0.913894593716,1163.1873494,,1488.27661133,0.226850762963
2428.82666016,1680.0,0.0398994990363,-0.38488638401,2476.50927734,1965541,0.815499842167,133824.361396,0.429737289677,-0.493164211512,67221.8339453,0.0235612030525,0.237838715315,290.70518815,4598.9937428,6761.28627944,84,1680.0,25807.5955713,-8543.30789062,1450.11486816,0.769324839115,1169.96488095,,1460.96606445,0.226719006896
2340.99511719,1700.0,0.0398994990363,0.0774231776595,2392.96630859,2008662,0.922668397427,151600.525488,0.426529356195,0.0398613139987,68784.4781262,0.0228218689996,0.23883099854,292.136714395,4702.43079707,6875.76022124,85,1700.0,24546.2143604,-8803.45166016,1418.36608887,0.921826303005,1181.56588235,,1431.66760254,0.226468667388
2425.7175293,1720.0,0.0398994990363,-0.177429005504,2451.06396484,2036297,0.895950973034,146603.448102,0.42552146916,-0.23692214489,68898.1103204,0.0227815668145,0.238599389791,292.248468045,4737.11108283,6967.69092965,86,1720.0,31826.1252051,-8616.44293945,1458.38183594,0.858797907829,1183.89360465,,1455.04125977,0.226153224707
2297.58105469,1740.0,0.0423541222259,-0.0461549758911,2310.63720703,2084783,0.913012742996,152622.20363,0.422457208403,-0.0686087235808,70373.2138877,0.0220541271175,0.240556031466,293.078279575,4857.59054701,7113.39988422,87,1740.0,31917.569585,-8648.37388672,1383.875,0.894853532314,1198.15114943,,1379.04101562,0.226425170898
2441.18603516,1760.0,0.0423541222259,-0.111915886402,2465.03808594,2125119,0.91805768013,157599.227299,0.420532412087,-0.400884479284,71875.4009751,0.0212382506727,0.242101579905,293.266938929,4958.26087561,7246.36403871,88,1760.0,39483.5814355,-8729.54421875,1427.33813477,0.788437604904,1207.45397727,,1428.41394043,0.226277962327
2132.95483398,1780.0,0.0423541222259,-0.227745950222,2137.17797852,2164255,0.87391012907,170542.508879,0.419201854574,-0.369663476944,73026.366245,0.0198287614985,0.242724910378,293.917199591,5040.34341019,7363.48537278,89,1780.0,19446.1592285,-8566.86261719,1326.37414551,0.814665794373,1215.87359551,,1310.45202637,0.225825622678
2179.76806641,1800.0,0.0423541222259,-0.10798317939,2201.92089844,2206049,0.920046508312,167229.781397,0.417060159317,-0.350620180368,74253.6616413,0.0195398085401,0.243318468332,295.059648888,5122.15608353,7476.62043357,90,1800.0,20166.0028516,-8651.55444336,1333.37927246,0.78706997633,1225.58277778,,1330.66992188,0.225393474102
2030.80249023,1820.0,0.0423541222259,-0.211026594043,2051.03051758,2251766,0.866601169109,185146.471447,0.417010661541,-0.170723244548,75285.3829098,0.0168854332937,0.243722528219,296.026470075,5186.67396456,7606.63733697,91,1820.0,26628.8334766,-8779.36527344,1280.1105957,0.866446018219,1237.23406593,,1280.88928223,0.225308686495
2022.06982422,1840.0,0.0423541222259,-0.621800601482,2053.13598633,2286170,0.69194060564,167449.474292,0.417067374128,-0.431995987892,75649.0976053,0.0166212492221,0.243672221899,296.609516541,5226.72150377,7707.67582464,92,1840.0,77601.2539648,-8798.84787109,1289.47900391,0.766578793526,1242.48369565,,1295.88781738,0.225198969245
1950.91760254,1860.0,0.0383426343286,-0.372038215399,1981.1940918,2323643,0.795144081116,152607.625787,0.418117566328,0.0157811474055,76215.8431693,0.0138326125915,0.244054958224,296.870783486,5274.64282534,7827.11916852,93,1860.0,26450.2403418,-8708.51186523,1260.84326172,0.939948141575,1249.27043011,,1266.37207031,0.225093558431
1895.71887207,1880.0,0.0361204959763,-0.0592905879021,1945.1027832,2354798,0.931674897671,145430.838684,0.416874412418,-0.145924031734,76877.6679705,0.0135817123362,0.244494780898,297.28577637,5327.82236878,7920.99113774,94,1880.0,24049.7676709,-8848.05749023,1283.68884277,0.906477510929,1252.55212766,,1307.12524414,0.224794894457
1887.75732422,1900.0,0.0347110866662,-0.112578205764,1912.71923828,2400092,0.919838249683,153017.330113,0.414859178751,-0.423848479986,78399.1178766,0.0120260116674,0.245591461658,297.85644007,5412.42976413,8057.88184214,95,1900.0,25766.56625,-9029.04700195,1312.8659668,0.768514156342,1263.20631579,,1324.38842773,0.224823743105
2021.81884766,1920.0,0.0347110866662,0.0393884405494,2051.93310547,2424953,0.951725900173,134937.818176,0.41533796661,-0.0372739546001,78392.2805799,0.0109306219643,0.245429381728,297.834519019,5427.39466132,8141.9474411,96,1920.0,28290.4852637,-9006.23330078,1409.3458252,0.945683658123,1262.99635417,,1421.83959961,0.224687963724
1926.50866699,1940.0,0.0340271411295,-0.0319525711238,1953.67041016,2463681,0.953849136829,155971.728983,0.413418725438,-0.362739831209,79789.4394289,0.0103492681193,0.246699646115,298.032391589,5510.20008046,8266.48736691,97,1940.0,30285.4150146,-9221.60820313,1349.78552246,0.815010905266,1269.93865979,,1362.71044922,0.224484071136
1955.86950684,1960.0,0.0340271411295,0.0609710104764,1999.23779297,2505848,0.962566316128,169420.540833,0.412219627126,-0.124296747148,80971.1848868,0.00927543957554,0.247628971934,298.441832482,5586.02612333,8396.43685055,98,1960.0,19541.3990137,-9364.94666016,1433.64196777,0.929829835892,1278.49387755,,1458.82141113,0.224279344082
1873.61547852,1980.0,0.0326994138044,0.00073319330113,1910.43408203,2535859,0.930858314037,169490.950828,0.411216201948,-0.0843497514725,81555.1064986,0.008788000279,0.248214274645,298.108007386,5634.00880075,8506.51085234,99,1980.0,22655.6925244,-9254.77341797,1397.53625488,0.923264205456,1280.73686869,,1421.6385498,0.224210366607
1943.3034668,2000.0,0.0326994138044,-0.0532418824732,1992.54675293,2569042,0.92258644104,152890.914151,0.410692604163,-0.0202126316726,82123.7076903,0.00749523075457,0.248387128115,298.381302457,5679.68755547,8609.92957282,100,2000.0,27568.5437988,-9364.93884766,1390.66210938,0.900735080242,1284.521,,1417.51818848,0.224068820477
1916.64404297,2020.0,0.0326994138044,-0.0293452460319,1972.39770508,2607652,0.942849040031,176471.474307,0.408798936957,-0.118898920715,83247.6862099,0.00694338092359,0.249041303992,298.851738245,5749.7084086,8725.57079744,101,2020.0,21028.2081201,-9555.894375,1367.07080078,0.916263103485,1290.91683168,,1396.48681641,0.223782107234
1948.64135742,2040.0,0.0296023527432,-0.017106898129,2005.53527832,2650078,0.95158469677,175381.380224,0.40732104482,-0.604731023312,84475.3188797,0.00611273404877,0.249843388796,299.415525974,5819.06686755,8850.83694768,102,2040.0,67585.9957715,-9559.11149414,1327.06872559,0.72464299202,1299.05784314,,1363.47106934,0.223751917481
2002.74121094,2060.0,0.0296023527432,-0.0551802925766,2078.15917969,2689175,0.920986056328,181861.043754,0.405559469322,-0.697862923145,85868.7508513,0.00557195001669,0.250781059265,299.691502665,5896.04463621,8973.14397001,103,2060.0,31144.4840527,-9668.64724609,1332.78881836,0.642481267452,1305.42475728,,1371.63647461,0.22358044982
2086.7824707,2080.0,0.0296023527432,0.0308942142874,2152.71582031,2723385,0.9391066432,190832.767285,0.404051800287,0.00409738672897,86808.8401903,0.00535194715926,0.251609742641,299.458757718,5956.72206194,9094.3575027,104,2080.0,21052.5230957,-9537.37355469,1353.95788574,0.923936486244,1309.31971154,,1379.22717285,0.223458811641
2178.72119141,2100.0,0.0296023527432,-0.112707100809,2231.20166016,2757612,0.902405261993,199441.563166,0.402719531369,-0.364634156227,87710.2722368,0.00477860513193,0.252365797758,299.655587715,6017.24399133,9202.60496736,105,2100.0,77822.3659229,-9630.29947266,1376.81860352,0.895548701286,1313.14857143,,1395.77636719,0.223231121898
2116.15063477,2120.0,0.0296023527432,-0.150145813823,2147.28662109,2793819,0.918721556664,197979.359523,0.4015544644,-0.220735386014,88659.5575926,0.00384519473606,0.253015160561,300.046231594,6076.71540019,9311.29507995,106,2120.0,72638.8541211,-9623.48152344,1295.60253906,0.895122289658,1317.83915094,,1299.40136719,0.222970157862
2075.87988281,2140.0,0.0296023527432,0.0128131629899,2106.93774414,2828896,0.948906183243,188759.166507,0.400693412801,-0.277675330639,89348.3958716,0.00303178707299,0.253328502178,300.215960785,6125.60404929,9422.87009859,107,2140.0,29711.6256885,-9575.93298828,1262.921875,0.85801076889,1321.91401869,,1271.25646973,0.222664520144
2028.45043945,2160.0,0.0296023527432,-0.138233855367,2088.90966797,2878029,0.943268477917,196104.687752,0.398392792515,-0.162808030844,90972.2664485,0.00253181618394,0.254389643669,300.31937549,6212.96677012,9583.22783971,108,2160.0,20105.3267383,-9892.81939453,1236.51794434,0.928811967373,1332.42083333,,1259.63977051,0.222242370248
2056.38183594,2180.0,0.0296023527432,0.0761084854603,2152.22924805,2924046,0.9677054286,209956.611801,0.396230112879,-0.0495385825634,92457.8205394,0.00237226009426,0.2554859519,300.764545754,6294.0799554,9722.04350972,109,2180.0,89674.0325,-9907.49212891,1218.85021973,0.93052983284,1341.30550459,,1251.29577637,0.221850961447
2022.38684082,2200.0,0.0407014789669,0.071168936789,2073.98339844,2957612,0.977058947086,208005.765669,0.395317051321,0.0873320326209,93178.249211,0.00300150151597,0.256024241447,300.874011533,6342.65949506,9830.06802392,110,2200.0,27505.9431836,-9960.87300781,1181.12719727,0.966305017471,1344.36909091,,1193.5838623,0.221555203199
2093.50292969,2220.0,0.0407014789669,0.0936907604337,2166.07226562,3009909,0.969712913036,228970.034316,0.393149710431,0.0913574323058,94979.8493369,0.00362305680464,0.257335394621,301.142307528,6429.67186968,9994.97222662,111,2220.0,84128.7947168,-10134.7206055,1199.5513916,0.939998745918,1355.81486486,,1213.28979492,0.22130972147
2036.4732666,2240.0,0.0423541222259,0.11923122406,2110.51318359,3044936,0.95935434103,230390.660853,0.392144055273,0.0925376415253,95644.9255583,0.00433759056706,0.257813930511,301.325071273,6475.17032428,10105.1531727,112,2240.0,79696.8277441,-10227.9188086,1153.78637695,0.983372330666,1359.34642857,,1173.40063477,0.220930740237
2194.52783203,2260.0,0.0423541222259,0.0989352762699,2256.34228516,3091615,0.950797498226,226615.652829,0.390833324196,0.219577625394,96974.1861998,0.00505382261598,0.258703261614,301.861558043,6539.44051419,10241.8307917,113,2260.0,91223.6158691,-10243.3402539,1190.00939941,0.955463290215,1367.97123894,,1207.08337402,0.22080335021
2232.81982422,2280.0,0.0423541222259,0.143636539578,2306.78833008,3124983,0.971023380756,208089.354667,0.390591000148,0.195454820991,97529.3790537,0.00644599385728,0.259216487408,301.765643992,6579.70591062,10355.6619589,114,2280.0,19579.5143994,-10412.7738086,1182.92285156,0.957182586193,1370.60657895,,1192.79467773,0.220703721046
2230.35205078,2300.0,0.0423541222259,0.162471413612,2321.03149414,3164606,0.970440149307,208700.900372,0.390964788644,0.19607758522,98200.9731745,0.00847303233083,0.259537726641,302.232477306,6622.5578734,10470.7674973,115,2300.0,77176.5596045,-10247.3495312,1195.91149902,0.965762078762,1375.91565217,,1216.83825684,0.220573559403
2253.02270508,2320.0,0.0423541222259,0.0427246540785,2313.9453125,3192322,0.96960401535,173890.625966,0.390870115914,-0.143536522985,98381.1759157,0.0096275396318,0.259676575661,302.306286002,6652.25426007,10559.8928895,116,2320.0,21404.6215967,-10375.7620898,1216.98925781,0.917839229107,1376.00086207,,1224.9822998,0.220362499356
2203.32714844,2340.0,0.0423541222259,0.0436765141785,2275.97216797,3226941,0.961523532867,173737.641115,0.390632168223,0.00603265827522,98982.2210949,0.010947343917,0.259941071272,302.583513887,6690.01971114,10664.6292739,117,2340.0,26551.8006006,-10476.6657031,1234.84680176,0.954171538353,1379.03461538,,1249.58984375,0.220162108541
2215.54858398,2360.0,0.0506617763854,0.0587021559477,2291.91308594,3267233,0.962645709515,167785.595643,0.389065275366,-0.017192767933,99974.6696508,0.0113535519723,0.260640919209,302.946419573,6748.59652936,10784.8543139,118,2360.0,18707.9141797,-10496.9849805,1177.30908203,0.959525287151,1384.42076271,,1196.78466797,0.220034867525
2154.16162109,2380.0,0.0506617763854,0.0664858743548,2227.9597168,3306511,0.962709486485,178195.02424,0.387784562421,-0.0416013263166,100918.691877,0.0117477858318,0.261316597462,302.788645242,6804.08006642,10920.1948354,119,2380.0,23425.0474805,-10518.8444336,1200.00244141,0.939815223217,1389.29033613,,1217.75012207,0.219718307257
2044.97094727,2400.0,0.048684971323,0.224426269531,2145.7590332,3342681,0.949253797531,175250.28249,0.387343584457,0.237721994519,101411.361063,0.011358278343,0.261760473251,302.934942459,6839.71428377,11034.3196888,120,2400.0,18649.2615771,-10812.8224609,1226.01538086,0.95681065321,1392.78375,,1253.78198242,0.219608098269
2076.27685547,2420.0,0.048684971323,0.125401094556,2137.83398438,3379140,0.916580140591,186636.55218,0.386141619279,0.139804169536,102028.09229,0.0118741579022,0.262094736099,303.140047082,6879.1534826,11147.1250088,121,2420.0,20879.2060059,-10811.0275586,1222.15661621,0.920305132866,1396.33884298,,1236.56262207,0.219399943948
2112.58544922,2440.0,0.048684971323,0.239383652806,2214.328125,3413568,0.957819163799,189618.507669,0.384939297087,0.194636747241,102696.823004,0.0120921013598,0.262588053942,303.387838699,6921.13263514,11251.4991195,122,2440.0,23477.9092236,-10666.7599805,1203.14990234,0.956972420216,1399.00327869,,1225.09460449,0.219297066331
2174.63085938,2460.0,0.048684971323,0.225336790085,2242.77075195,3451840,0.951478362083,186080.585604,0.38344988844,0.0451657287776,103474.910137,0.012339997526,0.263230651617,303.30838129,6967.82640414,11380.6284723,123,2460.0,21505.1108496,-10763.7764453,1179.05737305,0.924041926861,1403.18699187,,1188.18005371,0.219085872173
2129.00561523,2480.0,0.048684971323,0.235057458282,2207.43554688,3480075,0.954393386841,171125.463053,0.382541706948,0.142072290182,103749.610069,0.0125856896297,0.263622164726,303.294852017,6998.03179691,11474.2303631,124,2480.0,23759.6772754,-10684.9829883,1166.09020996,0.932887852192,1403.25604839,,1184.63598633,0.219029411674
2162.05273438,2500.0,0.048684971323,-0.124873526394,2274.94970703,3507066,0.931533098221,166283.77814,0.381871052791,-0.219209253788,104006.257746,0.0130195824692,0.264082640409,303.063711202,7029.47876585,11572.0420175,125,2500.0,16826.4358887,-10654.825293,1155.38549805,0.920134902,1402.8264,,1179.19445801,0.218900740147
2197.63232422,2520.0,0.048684971323,-0.0517057739198,2273.08178711,3548045,0.975010931492,173683.357126,0.380942342754,-0.258588880301,104871.555181,0.0134666456767,0.264596819878,303.323877071,7073.86178675,11697.2163031,126,2520.0,15553.8202783,-10845.5077148,1137.77746582,0.928239881992,1407.95436508,,1141.51940918,0.218675404787
2137.57519531,2540.0,0.0506617763854,0.00503528630361,2225.13916016,3577838,0.983757555485,167600.893555,0.380027148761,0.026291526854,105252.101372,0.0136075208334,0.264996260405,303.199235375,7108.12351632,11800.2870145,127,2540.0,118872.730303,-10899.9442969,1151.9083252,0.946728765965,1408.5976378,,1154.44250488,0.218469396234
2244.64770508,2560.0,0.0506617763854,0.0256092790514,2331.26538086,3609670,0.974803268909,158224.332647,0.379783440602,0.0299784149975,105613.559454,0.0140685377622,0.265179753304,303.345258797,7135.66995268,11899.5431619,128,2560.0,31650.4607324,-10872.5523633,1186.20263672,0.892531275749,1410.02734375,,1190.31408691,0.218320339918
2131.8815918,2580.0,0.0506617763854,0.230457544327,2202.15429688,3634918,0.946284532547,154864.249534,0.37910701833,0.223125338554,105730.797645,0.0142416981291,0.26543828845,303.213824451,7158.67128709,11987.9692378,129,2580.0,18572.3566748,-10973.9686719,1126.94311523,0.929009854794,1408.88294574,,1129.26757812,0.218151882291
1978.78295898,2600.0,0.0537784964984,0.080192156136,2038.59997559,3660629,0.946301758289,151550.410022,0.378539919561,-0.270423978567,105834.878987,0.0144976374751,0.265581816435,303.222145867,7181.54675028,12072.4328678,130,2600.0,24282.5368164,-10912.3626758,1106.12109375,0.889243662357,1407.93423077,,1099.27954102,0.217977076769
1938.40686035,2620.0,0.0527188476604,-0.0174646433443,2016.62744141,3692684,0.958546936512,139654.752683,0.377622959992,-0.124081976712,106199.158139,0.0145390152571,0.265967458487,303.033780192,7212.02194504,12185.7173734,131,2620.0,26296.4285254,-10851.3116406,1111.78295898,0.964006602764,1409.42137405,,1106.89929199,0.217771083117
2211.87597656,2640.0,0.0527188476604,-0.0571273267269,2258.0859375,3729957,0.95793390274,147902.160758,0.376422590092,-0.261431545019,106867.633924,0.0145927977982,0.266578525305,303.088974528,7252.41268381,12306.4753702,132,2640.0,24133.33375,-10757.1366797,1252.45581055,0.893190085888,1412.8625,,1240.1484375,0.217570096254
2336.93676758,2660.0,0.0527188476604,-0.0359642244875,2395.4987793,3765507,0.971596419811,154131.797069,0.375395244844,-0.180377826095,107437.553349,0.0146069987703,0.267212301493,302.912854421,7290.25652922,12430.9911087,133,2660.0,25822.7279492,-10720.9974414,1262.35339355,0.919437229633,1415.60413534,,1258.06970215,0.217476725578
2487.19433594,2680.0,0.0582344055518,-0.262891381979,2564.98999023,3799150,0.930137693882,163541.006915,0.37447175637,-0.365943104029,107887.895006,0.0146099278128,0.267659962177,302.78665252,7322.90322009,12547.2836018,134,2680.0,30723.0316016,-10796.593457,1222.42260742,0.908135354519,1417.59328358,0.206572330892,1222.92248535,0.217280507088
2244.14550781,2700.0,0.0537784964984,-0.119633294642,2291.70654297,3835360,0.923079967499,174501.650251,0.373405867682,-0.21284969151,108378.092738,0.0145105704568,0.268092602491,302.969061872,7355.02899491,12659.2463808,135,2700.0,21373.5043457,-10847.5141797,1184.39123535,0.894548296928,1420.5037037,,1174.17651367,0.217070862651
2261.87133789,2720.0,0.0537784964984,-0.0387065224349,2302.20678711,3866263,0.878393828869,172541.061324,0.372592295994,0.0495651066303,108638.198697,0.0147338450015,0.268442004919,302.912219613,7379.28959119,12763.6415756,136,2720.0,168883.69498,-10755.5627148,1228.68164062,0.929957270622,1421.42022059,,1213.08569336,0.216932594776
2105.1262207,2740.0,0.0537784964984,-0.18488740921,2196.30908203,3892994,0.908126175404,158848.377982,0.372020600136,-0.120585553348,108764.741372,0.0145455200298,0.268526315689,302.980609468,7397.47808709,12848.9872894,137,2740.0,30824.2080078,-10790.8878125,1085.09008789,0.923823952675,1420.80072993,,1090.91723633,0.216730415821
2251.76977539,2760.0,0.054859444278,-0.138459086418,2337.01220703,3917865,0.915242910385,148217.894992,0.371364564709,-0.32121348381,108915.101959,0.0145338785257,0.268894404173,302.678298145,7419.99550715,12943.990448,138,2760.0,79505.8174219,-10836.1260742,1086.96313477,0.911761581898,1419.51630435,,1098.75268555,0.216696485877
2363.11621094,2780.0,0.054859444278,-0.103781066835,2419.59277344,3943189,0.916939139366,136407.351065,0.370797254444,-0.0990876629949,108913.774721,0.01439171843,0.269145160913,302.535817499,7436.0846257,13033.7922716,139,2780.0,45090.5769629,-10865.3145313,1174.26525879,0.928365767002,1418.41330935,,1176.04443359,0.216614291072
2373.62133789,2800.0,0.054859444278,-0.0632600411773,2401.36914062,3966247,0.906531989574,118354.666836,0.370833507461,-0.0242116078734,108734.398955,0.0146430521381,0.269106417894,302.450462754,7443.67494307,13113.7078247,140,2800.0,30012.5309766,-10758.7151758,1174.74523926,0.901635885239,1416.51678571,,1166.89904785,0.216567873955
2377.95361328,2820.0,0.054859444278,0.050873529166,2427.66308594,3996402,0.929483413696,119865.06691,0.370249367478,-0.1234876737,109036.314591,0.0145851503734,0.269143402576,302.61049808,7466.78356193,13206.4222007,141,2820.0,24691.8246826,-10643.3735742,1141.59118652,0.920255184174,1417.16382979,,1140.3392334,0.216339677572
2248.25415039,2840.0,0.054859444278,-0.210517406464,2340.52026367,4024543,0.941176891327,118616.727124,0.36970751564,-0.131649538875,109111.642278,0.0148406269277,0.269352406263,302.578720919,7483.2957592,13300.8130505,142,2840.0,24401.942876,-10606.2185742,1067.79577637,0.931191205978,1417.09260563,,1081.96374512,0.216303870082
2352.05664062,2860.0,0.054859444278,-0.00586294429377,2436.40356445,4056969,0.888474941254,121177.332612,0.368988992286,0.171429693699,109343.851283,0.0150073202606,0.269734144211,302.390339536,7503.99674818,13416.3313756,143,2860.0,30007.7931445,-10576.9600586,1103.2800293,0.887261033058,1418.52062937,,1101.79833984,0.216178938746
2385.72949219,2880.0,0.054859444278,-0.209865942597,2467.81640625,4083274,0.935318112373,123102.049863,0.36847106532,-0.246218800545,109406.423163,0.0150883446743,0.26986977458,302.390815366,7521.68073349,13503.3003402,144,2880.0,92671.8517187,-10669.0875195,1082.9777832,0.931512415409,1417.80347222,,1092.48474121,0.216048941016
2405.28417969,2900.0,0.054859444278,0.02396392636,2459.26269531,4108960,0.905784070492,129656.245385,0.36792518855,-0.0702533200383,109455.841936,0.0148961043076,0.269967675209,302.424965879,7537.89816609,13586.708981,145,2900.0,70105.3569434,-10550.8434766,1098.65136719,0.923256039619,1416.88275862,,1102.72094727,0.215879753232
2395.43969727,2920.0,0.054859444278,-0.117442987859,2468.26464844,4136094,0.931519567966,124445.609845,0.367294615232,-0.136040940881,109564.030182,0.0149552923859,0.270141392946,302.093746143,7554.73195609,13691.425436,146,2920.0,37830.2574512,-10553.2566992,1068.41247559,0.876322984695,1416.47054795,,1077.88293457,0.215703547001
2240.81933594,2940.0,0.054859444278,-0.141161426902,2319.54638672,4165921,0.926226079464,131877.663817,0.366426079675,-0.309156477451,109885.996753,0.0149788397478,0.270462572575,302.114272222,7580.57373758,13789.2227645,147,2940.0,41049.9053809,-10684.1793164,1045.52685547,0.9313159585,1416.97993197,,1055.625,0.215552926064
2410.77612305,2960.0,0.0516800780908,-0.273766011,2479.85424805,4205098,0.919906675816,140959.710773,0.365431919974,-0.179114803672,110411.954644,0.0147763582876,0.271109521389,302.373733938,7609.49655512,13906.9552941,148,2960.0,78284.0926953,-10643.7620898,1062.28833008,0.900939464569,1420.64121622,,1074.93127441,0.215562641621
2444.71777344,2980.0,0.0516800780908,-0.216546058655,2542.9753418,4233817,0.943485975266,145367.159591,0.364855826569,-0.1555878371,110613.159285,0.0144917098312,0.271307021379,302.337648472,7630.19602835,14003.6049807,149,2980.0,50187.373877,-10603.4855078,1041.60742188,0.936941146851,1420.74395973,,1062.18811035,0.215406835079
2362.96386719,3000.0,0.0516800780908,-0.0170732289553,2389.1809082,4264871,0.907342731953,153684.970851,0.364123560419,0.0756503269076,110930.146233,0.0145446103627,0.271594941616,302.276728822,7654.64089559,14109.1608891,150,3000.0,40212.6834961,-10698.0006641,993.786621094,0.888490259647,1421.62366667,,979.815551758,0.215218454599
2305.45410156,3020.0,0.0516800780908,-0.190628096461,2385.53564453,4309733,0.935406446457,169717.306598,0.3629410683,-0.101139187813,111555.860527,0.0145877578213,0.272191911936,302.146104202,7685.75317136,14263.7384367,151,3020.0,34259.1250439,-10576.3913086,984.928405762,0.945124566555,1427.06390728,,986.069763184,0.215019732714
2648.55200195,3040.0,0.0516800780908,-0.224573120475,2702.70263672,4343751,0.937984704971,174193.996825,0.362343796404,-0.259877353907,112001.391492,0.0142699259757,0.272432953119,302.467892879,7711.47700264,14361.031707,152,3040.0,43947.0456152,-10766.4124023,1024.69360352,0.90667873621,1428.86546053,,1022.62542725,0.214939460158
2717.30664062,3060.0,0.0516800780908,-0.0114868553355,2751.41503906,4380055,0.966869294643,171748.693373,0.362248492201,0.0282655563205,112416.42323,0.0145606715574,0.272746026516,302.575000762,7735.60047823,14475.9315507,153,3060.0,41901.8170117,-10762.347832,1040.77807617,0.938697218895,1431.39052288,,1028.85473633,0.214849531651
2726.88476562,3080.0,0.0594049171034,-0.146402329206,2717.12792969,4402180,0.928906798363,161430.755971,0.362033488045,-0.0355863682926,112263.081255,0.0143832907726,0.27285349369,302.444542374,7745.59755623,14555.3296001,154,3080.0,79964.6235254,-10636.7033398,1050.76867676,0.965712070465,1429.27922078,,1027.90039062,0.214757636189
2677.6003418,3100.0,0.0594049171034,-0.189078137279,2680.2109375,4427825,0.937811911106,150105.732493,0.361544850013,-0.0861442312598,112193.874822,0.0141524841519,0.273154944181,302.188783455,7758.52927402,14652.5127418,155,3100.0,30058.8460889,-10544.7980664,1017.43981934,0.91587471962,1428.33064516,,996.584411621,0.214666470885
2745.03295898,3120.0,0.0594049171034,-0.246708825231,2798.26855469,4450664,0.938939869404,128679.552516,0.361357612225,-0.207741037011,112104.696809,0.0137303273799,0.273203551769,302.067317696,7769.0260944,14734.0137091,156,3120.0,25497.5490332,-10664.4431836,1034.60351562,0.950194180012,1426.49487179,,1031.66455078,0.214567363262
2893.43457031,3140.0,0.0594049171034,-0.155222371221,2932.15209961,4477176,0.935121834278,111894.432686,0.361098974961,-0.0895354822278,111997.98516,0.0136303321654,0.273253679276,302.171988703,7776.58487596,14816.6480262,157,3140.0,51880.9506055,-10557.0957031,1076.42248535,0.93592941761,1425.8522293,,1057.66931152,0.214467898011
2814.29101562,3160.0,0.0527188476604,-0.20218013227,2849.89111328,4508755,0.937880575657,105958.460621,0.360631531838,-0.146603748202,112212.057324,0.013324538277,0.273407250643,302.118258123,7796.4789858,14923.8084054,158,3160.0,151917.636143,-10454.5885547,1028.05322266,0.916280925274,1426.82120253,,1016.97155762,0.214277118444
2767.45068359,3180.0,0.0527188476604,-0.230527833104,2816.72412109,4541560,0.94327133894,119028.802834,0.360288661539,-0.155507862568,112475.839795,0.0130649500464,0.273589044809,302.082084659,7813.68616316,15034.1917996,159,3180.0,71021.0912695,-10365.0942383,1002.91748047,0.937657475471,1428.16352201,,990.999206543,0.214123308659
2951.14550781,3200.0,0.0527188476604,-0.00727295875549,2970.43554688,4562754,0.967450678349,116015.427955,0.360293189284,-0.209962904453,112313.298357,0.0126578295182,0.273535758257,302.071827406,7820.95756696,15104.8644264,160,3200.0,92312.7693457,-10427.828457,1058.01184082,0.927302539349,1425.860625,,1036.25134277,0.214006796479
2954.26171875,3220.0,0.057086957702,-0.193629607558,2956.19580078,4595550,0.939369380474,126357.908913,0.35980575327,-0.0253971070051,112547.343147,0.0123757033233,0.273689061403,302.182726532,7838.6806086,15207.8513975,161,3220.0,35322.221748,-10525.8007422,1006.46118164,0.954865813255,1427.18944099,0.196194639057,993.921142578,0.213803425431
3003.37353516,3240.0,0.057086957702,-0.180960163474,2987.38427734,4625579,0.926438450813,131611.439211,0.359390288616,-0.328418105841,112603.33868,0.0121437894054,0.273868322372,302.066502008,7851.40725009,15313.1147256,162,3240.0,35797.8614941,-10419.7965625,967.547119141,0.898587226868,1427.64783951,,939.651733398,0.213711485267
3174.265625,3260.0,0.057086957702,-0.286237120628,3147.19580078,4655067,0.900357246399,121146.723897,0.359617641895,-0.41098973155,112486.126851,0.0120068351231,0.273688524961,302.194686378,7854.86151853,15404.1987164,163,3260.0,29110.1397461,-10481.5093164,979.076660156,0.85958057642,1427.93466258,,945.462524414,0.213725417852
3106.85302734,3280.0,0.057086957702,-0.131360456347,3088.53613281,4685430,0.912586927414,106126.620594,0.361681684925,-0.1490432024,112282.266039,0.0127273689042,0.273315370083,302.328979144,7852.46638376,15497.7865942,164,3280.0,53831.0402344,-10220.3612109,910.094421387,0.9045394063,1428.4847561,,883.596679688,0.213766530156
