reference_Q_mean,total/episodes,param_noise_stddev,reference_action_mean,reference_actor_Q_mean,total/steps,reference_action_std,rollout/return_history,rollout/actions_std,reference_perturbed_action_mean,rollout/return,rollout/actions_mean,obs_rms_mean,total/steps_per_second,rollout/Q_mean,total/duration,total/epochs,rollout/episodes,train/loss_critic,train/loss_actor,reference_Q_std,reference_perturbed_action_std,rollout/episode_steps,train/param_noise_distance,reference_actor_Q_std,obs_rms_std
468.099609375,1020.0,0.0407014789669,0.213587805629,483.300842285,1173629,0.948367297649,97457.2596594,0.431713045007,0.162698283792,50571.4135016,0.0365707950116,0.216739088297,291.023768907,2387.54561755,4032.75995088,51,1020.0,18853.3763232,-4746.18588379,492.245483398,0.95488011837,1150.61666667,,506.009429932,0.229837328196
523.510437012,1040.0,0.0361204959763,-0.0240245088935,549.131286621,1189906,0.975223064423,97647.9170108,0.43085453303,0.162971109152,50774.0151372,0.0368875453736,0.21730209887,290.748675982,2444.03967855,4092.5586195,52,1040.0,25783.7454785,-5012.24245117,538.579101562,0.962538719177,1144.14038462,,555.834899902,0.229533702135
582.447021484,1060.0,0.0391133212786,0.0702394768596,613.114685059,1210441,0.969667375088,103630.811244,0.430092047154,0.175483226776,51329.4348054,0.0379677553724,0.218359947205,290.957091208,2517.23963412,4160.20449948,53,1060.0,20777.3657397,-5123.15300781,581.436828613,0.968737840652,1141.9254717,,592.628295898,0.229494258761
589.524841309,1080.0,0.0440738694283,-0.00788882840425,617.787597656,1224047,0.964395463467,91381.8482251,0.429854765222,0.160376891494,51349.0071214,0.0386642860091,0.219011992216,289.976013715,2563.25408997,4221.20086527,54,1080.0,20526.2081689,-5240.63491699,588.681152344,0.958380162716,1133.37685185,,600.608276367,0.229458659887
704.327148438,1100.0,0.0440738694283,-0.173144519329,725.973205566,1234013,0.961360812187,71932.0090704,0.430613183151,-0.204146504402,50976.7972038,0.0387357657931,0.219078451395,288.981583047,2587.18314618,4270.21330214,55,1100.0,21484.1411963,-5532.70637695,645.856628418,0.960498869419,1121.83,,654.422729492,0.229259997606
718.075378418,1120.0,0.0440738694283,-0.200855687261,745.345703125,1260858,0.920608818531,70009.5567139,0.428594266501,-0.137382209301,52306.9620027,0.0377840639734,0.22077254951,289.299674172,2698.82677818,4358.31116509,56,1120.0,19713.4204883,-5727.18181641,670.725769043,0.920842111111,1125.76607143,,681.509399414,0.229240372777
791.818847656,1140.0,0.0333566720219,-0.282566636801,826.286621094,1279419,0.888129115105,71511.091151,0.428342968197,-0.323121875525,52593.0568928,0.0372191682728,0.221435233951,289.405725152,2751.50120565,4420.84896326,57,1140.0,16639.5991699,-5919.31755859,746.477905273,0.870830118656,1122.29736842,,764.721374512,0.22935333848
813.174255371,1160.0,0.0333566720219,-0.351589053869,850.934997559,1294713,0.904924035072,61808.1203683,0.429897829487,-0.339667588472,52232.7697677,0.0390894371631,0.221378982067,289.073791197,2777.74255339,4478.83218551,58,1160.0,18201.3761914,-6013.65871094,761.80645752,0.899719595909,1116.13189655,,773.262390137,0.229323834181
912.839050293,1180.0,0.0333566720219,-0.346666812897,973.223022461,1319386,0.874025940895,71410.0434936,0.429738836722,-0.341008514166,53049.0949495,0.0390756694566,0.222559437156,289.172471066,2862.80062556,4562.6265707,59,1180.0,19746.5614111,-6281.76197266,848.59765625,0.903122067451,1118.12372881,,883.405090332,0.229209363461
939.258178711,1200.0,0.0333566720219,-0.229865312576,991.653320312,1336773,0.897703766823,74394.5539448,0.431075336313,-0.363835692406,52928.2769322,0.036373005293,0.222202762961,288.770970737,2892.49595595,4629.18068457,60,1200.0,43410.7458301,-6383.77881836,840.267150879,0.888128697872,1113.9775,,862.782287598,0.229118987918
935.397094727,1220.0,0.0333566720219,-0.361175537109,991.051391602,1354451,0.873606264591,63352.837498,0.430308011391,-0.259727686644,53212.3616335,0.0352176000409,0.223132565618,287.58354149,2956.65009194,4709.76535368,61,1220.0,19067.9378223,-6608.73886719,837.715698242,0.899616718292,1110.2057377,,855.862121582,0.228917300701
1036.27587891,1240.0,0.0333566720219,-0.349586486816,1115.34936523,1371736,0.869844138622,61439.5721906,0.4310135317,-0.380814701319,53306.4855458,0.0352069426238,0.223164275289,287.377319111,3004.79483799,4773.2924931,62,1240.0,63456.4010742,-6922.59337891,896.044494629,0.849298417568,1106.23870968,,926.49206543,0.228639513254
1340.99267578,1260.0,0.0333566720219,-0.389529913664,1430.13806152,1387846,0.855206906796,56226.615577,0.439626505364,-0.376435428858,52549.7416573,0.0299062033455,0.221621960402,287.251041449,2988.4163989,4831.47421503,63,1260.0,34986.4298437,-6880.14592773,1118.1192627,0.881316959858,1101.46507937,,1170.88757324,0.228807345033
1454.70007324,1280.0,0.0340271411295,-0.389099836349,1539.76171875,1414517,0.831711173058,56567.3098207,0.440283424234,-0.243958368897,53323.9554863,0.0293752959991,0.222884014249,287.085663086,3076.53327953,4927.16001487,64,1280.0,54845.0949121,-7222.77975586,1271.37536621,0.906986474991,1105.09140625,,1324.39147949,0.229011386633
1442.75256348,1300.0,0.0340271411295,-0.391147941351,1549.68615723,1442155,0.818860888481,65935.5122918,0.440600932284,-0.42838087678,53928.8334983,0.0261094371559,0.224123060703,287.172858653,3164.38063227,5021.90564513,65,1300.0,20663.0042285,-7487.91077148,1338.73913574,0.809303998947,1109.35,,1434.30859375,0.229351222515
1510.02050781,1320.0,0.0340271411295,-0.489315360785,1636.79125977,1466913,0.808965206146,71237.5339055,0.440292413073,-0.510182678699,54577.9049874,0.0233401364282,0.224736347795,287.205610855,3245.87893495,5107.53601098,66,1320.0,35003.4476855,-7601.01166016,1343.91357422,0.759771645069,1111.29772727,,1410.84973145,0.22913390398
1622.15075684,1340.0,0.0368465179454,-0.279110819101,1714.92602539,1491641,0.876035094261,72550.1194699,0.443937798835,-0.499061495066,54742.5776297,0.0198073429075,0.224459737539,287.566941856,3287.14554024,5187.10874891,67,1340.0,81311.7017969,-7802.98734375,1437.79040527,0.801292419434,1113.16492537,,1492.25378418,0.229255959392
1575.16186523,1360.0,0.0423541222259,-0.142915263772,1648.82983398,1512163,0.902028858662,84106.2999777,0.445919259913,-0.120813727379,54870.0768279,0.0197166494391,0.224316820502,287.839009563,3331.48437294,5253.50265169,68,1360.0,37904.4427002,-7786.43885742,1408.0748291,0.906202495098,1111.88455882,,1459.13867188,0.229275897145
1613.20288086,1380.0,0.0423541222259,-0.0825448557734,1697.11157227,1529219,0.916382193565,78121.483615,0.444844379074,-0.0891888365149,55120.8778145,0.0197610811397,0.224705263972,287.371700337,3389.18389291,5321.39733386,69,1380.0,25964.2019629,-7948.51060547,1483.82080078,0.924562036991,1108.12971014,,1566.1685791,0.228928729892
1666.60205078,1400.0,0.0407014789669,-0.304397583008,1726.27368164,1552207,0.856345355511,73983.9010938,0.44629295147,-0.442151546478,55361.3383266,0.0166799776018,0.224887579679,287.826187953,3442.10396,5392.86230707,70,1400.0,38244.6192383,-8076.36505859,1516.34326172,0.83759278059,1108.71928571,,1544.72583008,0.228742569685
1577.45385742,1420.0,0.0407014789669,-0.328803509474,1666.7097168,1580537,0.862032592297,74693.1933395,0.446465109476,-0.191094353795,55994.4745897,0.015077779824,0.225358605385,288.403706882,3520.53124868,5480.29363799,71,1420.0,36211.1229053,-8065.5600293,1378.37036133,0.879446268082,1113.05422535,,1419.36535645,0.228385955095
1593.35522461,1440.0,0.0407014789669,-0.173665776849,1657.58972168,1602470,0.888965427876,78699.9211836,0.446384567801,-0.200639545918,56406.2820432,0.013671149586,0.225887462497,288.450222266,3585.94512802,5555.44727063,72,1440.0,22668.0717969,-8047.98379883,1441.39624023,0.872589528561,1112.82638889,,1496.30200195,0.22832043469
1370.71801758,1460.0,0.0407014789669,-0.210750296712,1426.6340332,1626791,0.878529906273,88570.7757326,0.444299500584,-0.207049772143,57178.3438762,0.0137377080437,0.22706091404,288.048574534,3673.96309866,5647.62732339,73,1460.0,89539.6925586,-8221.16868164,1199.89929199,0.870937466621,1114.24041096,,1247.57189941,0.228138655424
1506.4128418,1480.0,0.0407014789669,-0.26168474555,1560.38623047,1645618,0.877117335796,89910.1751188,0.443304561823,-0.30999943614,57471.5060107,0.0134084659088,0.227953597903,287.390505409,3735.40333338,5726.06947351,74,1480.0,28396.7310547,-8183.10824219,1298.65332031,0.857199132442,1111.90405405,,1325.29675293,0.228102371097
1496.55493164,1500.0,0.0407014789669,-0.282433062792,1551.04077148,1675132,0.876077651978,105066.180574,0.441369386536,-0.348817825317,58674.9944764,0.013621322184,0.229490965605,287.220089349,3840.246262,5832.22435379,75,1500.0,26059.3428027,-8365.72865234,1327.08654785,0.828506827354,1116.75466667,,1347.26733398,0.228054314852
1818.58166504,1520.0,0.0407014789669,-0.274834603071,1879.79541016,1699858,0.880120396614,105207.653765,0.439947741932,-0.344861000776,59232.183746,0.0139298364761,0.230539143085,287.128358483,3915.29207634,5920.20241046,76,1520.0,34251.8977734,-8487.7562207,1561.6940918,0.890496313572,1118.32763158,,1606.39111328,0.227920919657
1690.12158203,1540.0,0.0407014789669,0.0700362622738,1747.17175293,1730319,0.91274535656,117587.886681,0.437766796043,0.197805762291,60379.1135131,0.0148321938151,0.23230689764,286.941217944,4019.14944794,6030.22114563,77,1540.0,24792.5233789,-8323.40946289,1420.10253906,0.943408429623,1123.58376623,,1442.31555176,0.227921187878
1858.0144043,1560.0,0.0407014789669,0.0761768445373,1935.14038086,1766397,0.915261209011,128660.943073,0.434869203121,0.0391740910709,61760.5617734,0.0157806230469,0.233927637339,287.164897423,4135.96082151,6151.15919757,78,1560.0,59963.5478906,-8659.68375,1479.67651367,0.913575291634,1132.30576923,,1499.37231445,0.227721914649
1874.40380859,1580.0,0.0407014789669,0.0265518724918,1950.41894531,1801370,0.910342097282,144924.159927,0.433914807796,-0.0910499319434,63006.4841067,0.0172541086745,0.234862983227,287.940066762,4227.33657428,6256.0588398,79,1580.0,34283.8056689,-8558.71261719,1394.40356445,0.892848134041,1140.10759494,,1408.73815918,0.227637067437
2321.57373047,1600.0,0.0407014789669,0.0701041445136,2381.76391602,1827353,0.922812283039,137610.685512,0.43272140459,0.0703735128045,63608.4751661,0.0184827351384,0.235457032919,288.214301155,4297.84015342,6340.25790071,80,1600.0,31540.3537402,-8693.10738281,1472.69714355,0.924058735371,1142.095625,,1475.64038086,0.227365925908
2442.64794922,1620.0,0.0407014789669,0.0429505892098,2485.54541016,1855840,0.916973233223,138114.85647,0.432911981142,0.000690938264597,64101.4845314,0.0207498144429,0.235395818949,288.981793392,4349.9551695,6421.99627256,81,1620.0,41400.6978809,-8620.96518555,1490.01037598,0.931659817696,1145.58024691,,1495.00524902,0.227025046945
