train/param_noise_distance,reference_action_std,total/episodes,rollout/actions_std,total/steps,total/duration,reference_Q_mean,train/loss_critic,obs_rms_mean,train/loss_actor,reference_actor_Q_mean,rollout/episode_steps,rollout/Q_mean,obs_rms_std,reference_action_mean,rollout/return,rollout/episodes,param_noise_stddev,reference_actor_Q_std,reference_perturbed_action_mean,rollout/actions_mean,total/steps_per_second,total/epochs,reference_Q_std,reference_perturbed_action_std,rollout/return_history
,0.861638367176,220.0,0.710088547618,432871,1046.80892944,-298.215332031,101.070239601,0.115785501897,300.444171753,-295.920349121,1967.59545455,-160.899147992,0.148820579052,-0.278674721718,-11134.6460903,220.0,0.0375871329561,80.9885940552,-0.404311090708,-0.0366031329435,413.514814237,11,80.1467819214,0.768078684807,-9800.23124207
,0.913848876953,240.0,0.70050087831,465605,1148.04219651,-325.329467773,267.561857185,0.123905606568,306.62835022,-321.869812012,1940.02083333,-159.79729955,0.16640484333,-0.0516723506153,-5399.76814818,240.0,0.0320551061704,76.1788711548,-0.073405854404,-0.0356098626176,405.564361148,12,74.7029953003,0.922474741936,4668.12498931
,0.92640376091,260.0,0.695617893011,489306,1222.15793371,-337.993804932,346.315344887,0.12949295342,302.958119507,-334.902679443,1881.94615385,-153.772912706,0.173814743757,0.136005714536,-1992.78407149,260.0,0.0320551061704,77.2473373413,0.117003113031,-0.0296560011764,400.362331662,13,75.8780288696,0.908318698406,15637.7389172
,0.943578958511,280.0,0.687078660924,517883,1315.62868261,-350.147277832,404.259830017,0.136729389429,260.598435364,-347.012512207,1849.58214286,-130.368698918,0.182274788618,0.213913917542,2925.35569939,280.0,0.0320551061704,82.9391784668,0.276125043631,-0.0259064058089,393.639183186,14,81.4598770142,0.912918448448,32015.7397366
,0.940288126469,300.0,0.683891358055,538660,1384.98059177,-345.92364502,443.659370728,0.138130888343,219.031601257,-341.514007568,1795.53333333,-118.494827626,0.181930705905,0.187306150794,3341.5619736,300.0,0.0320551061704,104.793045044,0.234613254666,-0.0189187282162,388.929637859,15,99.5250473022,0.940613985062,36404.3989861
,0.943038344383,320.0,0.677879215613,570732,1483.11509776,-330.558227539,510.847526321,0.141502812505,142.575103111,-327.110229492,1783.5375,-89.833898485,0.183957964182,0.08347145468,5744.62234582,320.0,0.0320551061704,146.114242554,0.156738713384,-0.027575978043,384.819762715,16,141.479202271,0.953441262245,42879.0129053
,0.952934980392,340.0,0.681861256509,580625,1532.88102531,-319.782226562,559.566780396,0.1412076056,82.6475700378,-316.302429199,1707.72058824,-89.9210057282,0.184392496943,0.0991777852178,5247.50411862,340.0,0.0320551061704,169.611831665,0.0293765123934,-0.0387861121849,378.78021217,17,165.855606079,0.944927155972,30800.9575589
,0.979881167412,360.0,0.664587533833,626205,1659.97641206,-336.466461182,710.81718399,0.149413079023,-6.80390453339,-334.752288818,1739.45833333,-1.67830367168,0.191788107157,0.0460717566311,13136.2350592,360.0,0.0320551061704,156.400009155,0.0454429090023,-0.0337836734986,377.237288103,18,156.032852173,0.974350988865,52471.684799
,0.975401997566,380.0,0.651191187531,668528,1772.94647932,-338.828613281,862.26380249,0.153548136353,-153.700896378,-332.85836792,1759.28421053,74.5627410379,0.193820640445,-0.071310788393,18183.1113022,380.0,0.0320551061704,173.52571106,-0.0539826452732,-0.0318030949899,377.071732169,19,170.409362793,0.981313228607,60904.82699
,0.974893033504,400.0,0.644912977564,698503,1855.44309497,-315.298461914,1104.63171875,0.15648663044,-234.833889656,-309.056640625,1746.2575,133.671850277,0.195912584662,-0.116334378719,22209.3038215,400.0,0.0320551061704,194.901855469,-0.131876155734,-0.0316889607723,376.46155891,20,192.459411621,0.958997964859,78812.5293651
,0.949841022491,420.0,0.642809619955,723524,1928.07702827,-297.857727051,3353.26453857,0.159063026309,-477.275066528,-292.659240723,1722.67619048,197.310488095,0.197893664241,0.287375897169,25407.6287994,420.0,0.0320551061704,194.868148804,0.286738216877,-0.0292212538935,375.256791814,21,190.925308228,0.940212547779,88329.2494509
,0.967785537243,440.0,0.642527118595,744526,2007.59347606,-279.471984863,3591.9858252,0.16240401566,-594.017536011,-272.485015869,1692.10454545,251.709107921,0.200283095241,0.19000582397,27749.0359018,440.0,0.0320551061704,197.750289917,0.131962493062,-0.0218261129768,370.854960867,22,193.777496338,0.936928153038,104254.243964
,0.964787185192,460.0,0.643102878247,753903,2062.69550252,-244.811706543,1650.72401184,0.163683265448,-746.0587677,-238.076843262,1638.91956522,271.527313005,0.200966328382,0.180996701121,27680.6938637,460.0,0.0320551061704,217.867767334,0.209543466568,-0.0179453408658,365.494082417,23,212.156417847,0.956333696842,80040.7455598
,0.941763281822,480.0,0.64400533955,761097,2105.10859847,-213.467468262,1433.61829651,0.164021074772,-798.780054932,-204.237808228,1585.61875,284.107069646,0.201142534614,-0.109939105809,27098.1698758,480.0,0.03080432697,229.471740723,-0.294191032648,-0.0146811181672,361.547618281,24,223.289535522,0.856615066528,60975.3924556
,0.972118556499,500.0,0.648091099031,773983,2157.97202897,-155.118103027,2699.48440247,0.164191111922,-915.951139526,-147.098632812,1547.966,299.522493543,0.201147451997,-0.0507950894535,26463.8976436,500.0,0.03080432697,281.10144043,0.00705729657784,-0.00452112714102,358.662202109,25,275.388366699,0.948478519917,43482.272932
,0.976437628269,520.0,0.655309164444,803973,2252.22308493,-133.777648926,2156.84681335,0.165446296334,-1098.02425415,-127.225509644,1546.10192308,338.301453727,0.202830955386,-0.0168420728296,26931.9032236,520.0,0.0301973600334,318.916595459,-0.0308819711208,0.015045828652,356.968634848,26,316.527374268,0.978956699371,33333.8558053
,0.971521794796,540.0,0.660708023917,824566,2318.7248683,-113.884933472,3880.44600098,0.166393697262,-1117.34328613,-111.013092041,1526.97407407,364.132991968,0.203981846571,0.168916270137,26834.8947479,540.0,0.0301973600334,337.410552979,0.161361828446,0.0115893007572,355.611832725,27,335.627532959,0.939508855343,22812.6736711
,0.950097024441,560.0,0.662161582873,848590,2394.61428046,-120.723144531,2456.1774353,0.167575925589,-1299.45840332,-106.973449707,1515.33928571,445.461043502,0.204608023167,-0.262128680944,27603.4566357,560.0,0.0278867553541,339.522674561,-0.167354419827,0.0107817423711,354.374400472,28,337.174499512,0.922909021378,27248.1653869
,0.937148869038,580.0,0.664824779126,881296,2484.13967085,-101.086654663,3959.79141113,0.169452294707,-1443.11703125,-93.2809753418,1519.47586207,566.835657459,0.205648079515,-0.320644527674,29918.8480675,580.0,0.0278867553541,371.241333008,-0.353729039431,0.00368024619467,354.769101891,29,366.585845947,0.907335221767,43458.1033875
,0.95617800951,600.0,0.668939724335,907032,2556.64032745,-75.3759384155,2803.9543811,0.170013859868,-1546.86857422,-67.079574585,1511.72,622.336261912,0.206159159541,-0.156383946538,30451.5615469,600.0,0.0278867553541,370.217163086,-0.246792092919,-0.00750307742684,354.774971771,30,368.612304688,0.93191832304,50389.8810633
