obs_rms_mean,rollout/return,rollout/actions_mean,train/param_noise_distance,reference_action_mean,reference_perturbed_action_mean,rollout/episodes,reference_Q_std,rollout/episode_steps,total/steps_per_second,total/duration,reference_actor_Q_mean,reference_perturbed_action_std,rollout/return_history,total/steps,param_noise_stddev,rollout/Q_mean,train/loss_critic,reference_action_std,obs_rms_std,total/epochs,rollout/actions_std,reference_actor_Q_std,train/loss_actor,total/episodes,reference_Q_mean
0.118857778609,9536.19446539,0.303375904742,,0.197243481874,0.154023259878,700.0,529.991149902,844.117142857,186.776011963,3163.58612537,1217.72094727,0.83751642704,21975.5810686,590882,0.0169562299499,843.248171281,2871.9347345,0.860527276993,0.176623314619,35,0.541907992552,536.889099121,-1321.22565186,700.0,1203.09863281
0.119812421501,9934.18730037,0.2915443416,,0.0880212634802,-0.131720259786,720.0,528.716369629,843.083333333,186.557321065,3253.79886746,1206.41308594,0.841316580772,22890.1263601,607020,0.0169562299499,871.153625943,4035.62285889,0.882068812847,0.176814317703,36,0.544310245255,534.652954102,-1374.38574585,720.0,1191.39233398
0.120759166777,10350.3252262,0.282391364866,,-0.0960797891021,-0.146700769663,740.0,499.987670898,846.172972973,186.807684251,3351.93920159,1238.81542969,0.838899254799,23169.7131337,626168,0.0169562299499,903.760622625,3834.02537842,0.889257311821,0.176681026816,37,0.546674420887,501.639343262,-1368.6072998,740.0,1211.48583984
0.122083961964,10851.0146252,0.278169434437,,0.0644992887974,0.0843943506479,760.0,515.465087891,839.998684211,186.213939949,3428.30939603,1207.37646484,0.899658858776,24064.4765292,638399,0.0169562299499,941.591353026,4821.10810303,0.877241790295,0.176957815886,38,0.543720075909,508.488037109,-1420.76132813,760.0,1196.14440918
0.122679613531,11157.0917544,0.264174321058,,0.0727679133415,-0.0272097885609,780.0,484.623962402,844.592307692,186.626155688,3529.95536757,1171.62756348,0.855002582073,24211.9844229,658782,0.0172970501719,967.439626296,3357.46141968,0.861079514027,0.17656776309,39,0.549271435558,492.355773926,-1406.96722168,780.0,1156.40844727
0.123411178589,11386.8288452,0.262478332895,,0.053830742836,0.160650312901,800.0,515.691650391,840.15375,186.096958493,3611.68181062,1205.55578613,0.874372780323,24341.2695042,672123,0.0172970501719,995.032691618,2700.03360291,0.835833668709,0.176571503282,40,0.546745439611,525.178833008,-1459.11381592,800.0,1188.78369141
0.124411918223,11633.9104092,0.259214374405,,0.130667358637,0.111166507006,820.0,532.418518066,832.147560976,185.284484869,3682.77462888,1159.47998047,0.844090402126,23871.9167929,682361,0.0172970501719,1025.27635401,3287.14691895,0.881215631962,0.17683018744,41,0.544483724364,545.592102051,-1444.5690625,820.0,1144.92944336
0.125184759498,11850.779151,0.258332705004,,0.0190097242594,0.0957462787628,840.0,562.552734375,825.921428571,184.657240926,3757.09068608,1167.47290039,0.889790117741,22954.1381947,693774,0.0172970501719,1053.00163387,5651.64012329,0.86923789978,0.176901459694,42,0.542729750558,561.256530762,-1541.31577637,840.0,1165.20788574
0.126020625234,12051.7909068,0.255836796729,,-0.183035105467,-0.334057658911,860.0,564.773620605,817.684883721,183.831766156,3825.28555703,1174.18188477,0.83184581995,21177.6906468,703209,0.0172970501719,1081.3994054,4588.00818787,0.870621562004,0.177076622844,43,0.540892450232,580.45703125,-1564.35605469,860.0,1143.79992676
0.126943558455,12292.6851918,0.253280962707,,0.0919467136264,0.07892716676,880.0,568.764648438,810.2875,183.011951811,3896.21001768,1153.31152344,0.891154170036,21150.3140038,713053,0.0172970501719,1111.8857287,4609.09212158,0.880188763142,0.177316471934,44,0.539103437452,573.736816406,-1646.32506836,880.0,1135.70922852
0.127887368202,12528.0407009,0.249641695457,,-0.158735081553,-0.152547121048,900.0,587.278686523,805.858888889,182.559816,3972.7965107,1212.44458008,0.872516214848,21657.7355466,725273,0.0183611673034,1145.29372622,3064.8899353,0.878436625004,0.177562862635,45,0.536909076775,598.585693359,-1666.86880127,900.0,1196.4934082
0.12879383564,12766.9543799,0.24652136629,,-0.0471605360508,-0.00469712074846,920.0,590.937316895,801.742391304,182.124395063,4049.99560738,1173.73876953,0.874469637871,22057.9149395,737603,0.0183611673034,1177.13470702,4303.11990845,0.869542002678,0.177758529782,46,0.534456879958,596.050415039,-1756.472854,920.0,1168.52197266
0.129683583975,13028.3683189,0.244101473982,,-0.168029516935,-0.161598667502,940.0,587.313659668,795.328723404,181.423940787,4120.78470325,1230.15942383,0.873318135738,22920.1173285,747609,0.0183611673034,1208.77938453,4123.47474854,0.90362817049,0.177944943309,47,0.532804469578,592.116516113,-1768.2384375,940.0,1201.01416016
0.130448609591,13255.3444808,0.241712850604,,-0.0800875797868,-0.080007776618,960.0,589.538635254,791.796875,181.03872345,4198.687361,1208.74291992,0.905836462975,23605.9052172,760125,0.0183611673034,1239.4260838,6441.49071533,0.889785051346,0.178027361631,48,0.53089837321,603.962768555,-1882.96083252,960.0,1186.95605469
0.131281733513,13515.937006,0.239742082819,,-0.189754992723,-0.190960809588,980.0,614.56628418,785.78877551,180.397265799,4268.76203799,1262.02453613,0.889095783234,24280.5529713,770073,0.01799937977,1270.41074649,4587.74693115,0.886732041836,0.178233012557,49,0.529398709381,640.317138672,-1894.95786865,980.0,1220.2746582
0.132167801261,13682.3357268,0.237366598978,,-0.169961556792,-0.203621968627,1000.0,637.35168457,780.285,179.795194329,4339.85459352,1301.52331543,0.857005655766,24070.9909594,780285,0.01799937977,1301.52229551,3956.08296021,0.894000411034,0.17841604352,50,0.527999291072,641.947692871,-1904.58789307,1000.0,1286.90893555
0.132738381624,13778.9988944,0.234066961231,,-0.112472988665,-0.0333411991596,1020.0,673.960754395,777.868627451,179.514440179,4419.84499526,1330.8470459,0.895532429218,23089.8084275,793426,0.0176447208803,1328.28347722,3852.72497925,0.887053251266,0.178390741348,51,0.525895722208,676.122741699,-2015.59254639,1020.0,1315.98291016
0.133361786604,13932.7264612,0.232306797701,,-0.107649721205,-0.137743368745,1040.0,701.587280273,773.9625,179.005461557,4496.62816429,1352.61328125,0.863969147205,22433.6929989,804921,0.0176447208803,1356.86249535,10460.9431763,0.893770933151,0.178423970938,52,0.524525711244,716.038757324,-2099.02220215,1040.0,1330.23791504
0.133936852217,14128.5975394,0.229787742343,,-0.261761128902,-0.371946930885,1060.0,702.013122559,772.056603774,178.785236154,4577.44731951,1347.47119141,0.802544474602,22511.8269021,818380,0.0194907490811,1387.14650114,6164.47895752,0.853851556778,0.178440898657,53,0.522718812759,702.448303223,-2090.80309326,1060.0,1337.16601562
0.134591206908,14293.5593275,0.228274128438,,-0.202897623181,-0.305889070034,1080.0,735.075317383,768.911111111,178.448002986,4653.59088421,1408.42114258,0.848189294338,21914.2580784,830424,0.0194907490811,1415.32141281,6041.77000977,0.881429076195,0.178498744965,54,0.52161372249,743.775024414,-2093.81164551,1080.0,1393.57519531
0.13507860899,14473.7815113,0.224961855804,,-0.150201097131,-0.210437357426,1100.0,722.072692871,767.146363636,178.24039028,4734.39829588,1371.83984375,0.87521135807,22388.2393562,843861,0.0194907490811,1440.49803117,5127.92952637,0.898263275623,0.178453177214,55,0.519849958001,716.118713379,-2141.31163574,1100.0,1366.06103516
0.135777115822,14708.6156124,0.222406634673,,-0.136228755116,-0.101435646415,1120.0,682.867919922,764.536607143,177.897918528,4813.32781792,1384.43505859,0.919212341309,24190.7061359,856281,0.0187302267662,1470.93933556,6636.39681396,0.90243768692,0.17857426405,56,0.518169807154,685.818786621,-2161.57426514,1120.0,1365.69824219
0.136232972145,14889.0291461,0.221314407176,,0.0256095658988,-0.0772278606892,1140.0,725.363464355,764.263157895,177.734513818,4902.03045702,1432.12402344,0.908897399902,24834.5770693,871260,0.0169562299499,1500.1976662,7228.69019531,0.91478228569,0.178520619869,57,0.516508330935,734.570007324,-2237.18557617,1140.0,1403.49047852
0.137031242251,15184.5198072,0.219107696882,,-0.0739998817444,-0.0987923517823,1160.0,697.585266113,760.413793103,177.254704538,4976.34182572,1405.44091797,0.90311729908,26377.295846,882080,0.0169562299499,1531.43782556,5783.50090088,0.903353750706,0.1787301898,58,0.5153431247,694.667602539,-2220.45916504,1160.0,1397.93408203
0.137628227472,15367.6903496,0.216776205986,,-0.0651635974646,-0.0907677486539,1180.0,729.272827148,757.665254237,176.902035181,5053.89889431,1478.0390625,0.901982784271,26968.3053876,894045,0.0169562299499,1559.0106201,8022.734729,0.914350628853,0.178781881928,59,0.513902197342,729.151916504,-2242.70144775,1180.0,1457.80175781
0.13812071085,15537.2811344,0.215613026794,,-0.18569470942,-0.0731199234724,1200.0,682.883911133,756.625833333,176.777587802,5136.12054157,1468.16381836,0.911842823029,27235.7769886,907951,0.0169562299499,1584.4978911,8792.44093506,0.873707890511,0.178797006607,60,0.513094575559,690.207214355,-2326.14506836,1200.0,1454.83093262
0.138826757669,15793.8506043,0.212995279608,,-0.223193585873,-0.248134657741,1220.0,682.105651855,754.95,176.568479414,5216.32741618,1511.52355957,0.834742188454,27948.4825138,921039,0.0176447208803,1614.73566941,7458.61707031,0.858064413071,0.178945600986,61,0.511358427213,686.587280273,-2307.73816162,1220.0,1496.3404541
0.1396189183,16064.3095343,0.210679497381,,-0.208746999502,-0.142993360758,1240.0,710.503295898,751.983870968,176.223906705,5291.33655834,1530.41772461,0.877197802067,29462.5059593,932460,0.0176447208803,1646.6893485,6564.3411792,0.86099922657,0.17914943397,62,0.510217967799,720.31829834,-2479.22083008,1240.0,1512.6340332
0.139805734158,16245.5391932,0.210317906017,,-0.173111915588,-0.15897244215,1260.0,706.608764648,753.708730159,176.379737907,5384.25224614,1533.45690918,0.885838210583,28553.3640707,949673,0.0176447208803,1672.5345519,6126.61847412,0.864485442638,0.179005593061,63,0.508847201185,704.802124023,-2502.20082275,1260.0,1518.53759766
0.140602380037,16506.8453657,0.206199041144,,-0.0571918338537,-0.155304700136,1280.0,699.340820312,752.55078125,176.235562825,5465.78105211,1527.45019531,0.881606519222,29948.8745561,963265,0.0176447208803,1702.71850772,8433.4711792,0.892652451992,0.179175242782,64,0.509728022011,709.643432617,-2514.33647949,1280.0,1503.40209961
0.141155362129,16712.6911002,0.201748365969,,-0.282703906298,-0.184307277203,1300.0,740.219726562,750.930769231,176.012647486,5546.24916983,1546.39501953,0.891493618488,30817.61069,976210,0.0176447208803,1729.84219043,7703.96868286,0.848664283752,0.179472342134,65,0.51129769318,743.813354492,-2532.20394531,1300.0,1523.49707031
0.141657084227,16863.7823848,0.199629272281,,-0.26316177845,-0.184967577457,1320.0,704.5234375,748.845454545,175.730476498,5624.95487237,1557.5526123,0.881329476833,29916.9501075,988476,0.0176447208803,1758.59859372,6415.62863525,0.862096130848,0.179501205683,66,0.510176050197,709.784667969,-2534.80244873,1320.0,1538.22717285
0.14191904664,17012.9929927,0.198109067103,,-0.203365534544,-0.0945600569248,1340.0,712.890869141,749.559701493,175.727623266,5715.72062111,1582.27490234,0.879683673382,28776.6678772,1004410,0.0176447208803,1783.9526487,6558.37781738,0.847768902779,0.179422423244,67,0.508549112637,723.126953125,-2628.89889404,1340.0,1563.10754395
0.142471060157,17204.4478223,0.197085178579,,-0.200696632266,-0.214742004871,1360.0,674.851501465,748.250735294,175.573729524,5795.97530198,1578.28369141,0.823985636234,29286.6965494,1017621,0.0176447208803,1813.59056664,15151.5214819,0.846129179001,0.179484963417,68,0.50717706174,689.607177734,-2662.52803711,1360.0,1558.48486328
0.142836749554,17354.0391537,0.195518349095,,-0.0310039818287,-0.146685749292,1380.0,683.996459961,747.933333333,175.484482207,5881.70524836,1579.60961914,0.880388438702,28198.1196401,1032148,0.0176447208803,1841.9569927,11908.4391772,0.900452196598,0.179468020797,69,0.505873720398,696.58795166,-2664.72574219,1380.0,1562.82299805
0.143122315407,17511.4469064,0.191271151272,,-0.0871387422085,-0.181767374277,1400.0,726.970703125,749.560714286,175.632388579,5974.89454246,1675.81738281,0.883869707584,27895.2723869,1049385,0.0176447208803,1863.47909532,13503.8635449,0.888138175011,0.179538801312,70,0.509291575039,736.765197754,-2715.17448242,1400.0,1659.203125
0.143242806196,17599.1522383,0.19178225739,,-0.132549136877,-0.046345885843,1420.0,726.373779297,751.155633803,175.763999074,6068.59769702,1740.06945801,0.911168754101,27306.034304,1066641,0.0176447208803,1887.66158068,10046.9261084,0.89058226347,0.17940735817,71,0.508032289832,744.495056152,-2764.53666504,1420.0,1705.98376465
0.143300145864,17677.9091943,0.192125587045,,-0.211147323251,-0.207530707121,1440.0,737.523132324,752.307638889,175.85893468,6160.18175006,1787.43164062,0.862904787064,26587.7862965,1083323,0.0176447208803,1911.5812036,8302.3270166,0.817783772945,0.179358556867,72,0.508388458829,740.480651855,-2894.52270996,1440.0,1768.84008789
0.143671631813,17817.0061686,0.189635076004,,-0.180950760841,-0.0990867093205,1460.0,749.004333496,751.430821918,175.735148714,6242.8547051,1883.19177246,0.853687167168,26147.7996774,1097089,0.0176447208803,1937.85430264,8171.77302246,0.875317156315,0.1794244349,73,0.507462966127,751.838012695,-3040.1409082,1460.0,1859.98962402
0.144278690219,17963.4680718,0.188127100067,,-0.246379375458,-0.178297743201,1480.0,714.315246582,749.006756757,175.465423597,6317.65493894,1900.21826172,0.865090191364,26373.5871419,1108530,0.0176447208803,1965.04400187,12769.3394458,0.878642261028,0.179592102766,74,0.506524895066,709.929748535,-3067.01404297,1480.0,1878.81469727
0.144203573465,18041.2487272,0.183134008404,,-0.441962331533,-0.263685196638,1500.0,717.254333496,752.613333333,175.837551625,6420.24408078,1932.24267578,0.78956758976,25458.4742188,1128920,0.0176447208803,1987.10661749,11249.4951147,0.7303596735,0.179482340813,75,0.505653569437,725.54119873,-3098.02025391,1500.0,1903.09057617
0.144091114402,18110.0348355,0.176109404461,,-0.225681811571,-0.0441051647067,1520.0,725.529296875,755.918421053,176.178192371,6521.78334069,1949.31762695,0.858059108257,25364.5677165,1148996,0.0202821516517,2005.46591725,8926.75599609,0.806467890739,0.179476231337,76,0.507933164462,728.08782959,-3228.12043945,1520.0,1938.90576172
0.144127771258,18152.1843208,0.169011309042,,-0.0620723068714,-0.094975784421,1540.0,734.693908691,756.399350649,176.185986934,6611.50764751,2048.91015625,0.824453949928,24981.7461415,1164855,0.0187302267662,2019.59866722,11538.0272754,0.883812665939,0.179691538215,77,0.512404655446,739.133117676,-3209.18240234,1540.0,2033.55737305
0.144383341074,18202.6152463,0.166050675926,,-0.0371402427554,-0.0182373151183,1560.0,743.538330078,754.246153846,175.903045228,6689.04849529,2044.60839844,0.871876358986,23832.5077815,1176624,0.0187302267662,2039.9286082,16230.2096069,0.892393112183,0.179766222835,78,0.513098881285,756.18951416,-3385.33484375,1560.0,2008.70129395
0.144223153591,18291.5320324,0.157150432975,,-0.0827535912395,0.0761851817369,1580.0,801.406982422,757.286708861,176.181240225,6791.375736,2114.62011719,0.891897380352,23146.8786484,1196513,0.0187302267662,2054.24463623,11405.372373,0.900301456451,0.179943874478,79,0.519466030164,803.247192383,-3414.0697168,1580.0,2099.52929688
0.143642321229,18301.2978016,0.149448482413,,-0.0410814397037,-0.189015716314,1600.0,848.340148926,761.5225,176.572236472,6900.49593496,2193.14672852,0.868273735046,22202.0339178,1218436,0.0130910227991,2063.75961235,9708.82201172,0.89371240139,0.179928347468,80,0.524128117882,857.42565918,-3395.68128906,1600.0,2166.79516602
0.142305195332,18455.8239348,0.131295345942,,-0.0143872080371,-0.0117010790855,1620.0,919.265014648,773.97037037,177.799468264,7051.94459939,2240.70361328,0.862612724304,23711.8182438,1253832,0.0130910227991,2052.37979155,9232.0304541,0.852263331413,0.180085092783,81,0.537799034039,917.313598633,-3458.89976562,1620.0,2229.97558594
0.141228482127,18397.0304159,0.132205546099,,0.0176693554968,0.083565890789,1640.0,921.472412109,783.727439024,178.730611885,7191.34224653,2104.54663086,0.847327113152,22167.6602815,1285313,0.0130910227991,2059.62415085,11879.3608398,0.848758518696,0.179702997208,82,0.538970156623,922.577148438,-3467.40188477,1640.0,2085.38671875
0.140599101782,18423.5387717,0.127784264555,,-0.111889563501,-0.0572800263762,1660.0,916.184753418,790.931927711,179.35005425,7320.58323312,2010.87866211,0.854216814041,21869.9457672,1312947,0.0130910227991,2071.55494372,11360.9856738,0.852135181427,0.179620832205,83,0.542307116816,924.947143555,-3429.50900879,1660.0,1994.50524902
