reference_actor_Q_std,reference_Q_mean,reference_Q_std,rollout/episodes,reference_perturbed_action_mean,obs_rms_mean,rollout/return_history,train/loss_critic,total/steps,reference_action_std,reference_action_mean,rollout/Q_mean,train/loss_actor,rollout/return,total/duration,total/steps_per_second,rollout/actions_std,reference_actor_Q_mean,rollout/episode_steps,total/epochs,total/episodes,reference_perturbed_action_std,rollout/actions_mean,obs_rms_std,param_noise_stddev,train/param_noise_distance
2761.47241211,7943.95605469,2758.82617188,580.0,0.0188000444323,0.183400183916,231615.913315,30098.1075781,1015510,0.917990803719,-0.0439598113298,7709.75552213,-9086.69817383,153919.558104,5121.92703485,198.267174267,0.490683096101,7963.88964844,1750.87931034,29,580.0,0.906137645245,-0.00430660255714,0.18354254961,0.0516800780908,
2819.67358398,7978.38623047,2816.98535156,600.0,-0.0347150936723,0.184326604009,228605.815195,45237.9160742,1056609,0.922248899937,-0.0281158331782,7812.52641537,-9282.61511719,156264.803437,5323.70093131,198.472644056,0.484505470301,7998.05029297,1761.015,30,600.0,0.914263606071,-0.0037570577294,0.18407985568,0.0527188476604,
2835.58813477,8079.80810547,2830.54541016,620.0,0.0673184767365,0.185214579105,226224.333848,64371.4926562,1098130,0.93038380146,-0.0120732337236,7896.58635666,-9587.69056641,158127.449546,5519.40296793,198.958113111,0.479299210145,8098.45214844,1771.17741935,31,620.0,0.91461867094,-0.0027865705122,0.184623032808,0.0527188476604,
2873.11547852,8170.88427734,2870.54394531,640.0,-0.0313039645553,0.186013236642,210921.579259,29514.6346924,1137307,0.929687798023,-0.019113406539,7973.29340055,-9653.75150391,159447.514127,5704.25534415,199.378697373,0.474980223417,8186.62353516,1777.0421875,32,640.0,0.936649680138,-0.000959664675219,0.185019642115,0.0527188476604,
2850.53442383,8157.85693359,2849.6237793,660.0,-0.0573725774884,0.186562299728,218061.732699,21102.3750781,1175351,0.928036153316,-0.0572062209249,8047.46577698,-9905.98558594,160799.36731,5868.47163367,200.282300634,0.471762815782,8174.64746094,1780.83484848,33,660.0,0.92513859272,-0.00169983824171,0.185202777386,0.055962119108,
2918.80175781,8171.60302734,2915.41748047,680.0,-0.0353018455207,0.187264338136,216181.154004,26119.8279102,1219368,0.932337582111,-0.0503903664649,8123.452325,-9829.2871875,163075.675148,6066.63686037,200.995712792,0.468016548604,8190.16894531,1793.18823529,34,680.0,0.940923154354,-0.000732784509094,0.185535460711,0.0582344055518,
2935.51757812,8215.140625,2932.31787109,700.0,-0.00792236346751,0.188074916601,212909.6157,59464.7890186,1259906,0.926886320114,-0.0721781998873,8199.37742712,-9890.73695313,164356.919474,6260.07232618,201.260613992,0.464298466782,8234.95898438,1799.86571429,35,700.0,0.911027431488,0.000584548251022,0.185894340277,0.0582344055518,
2949.7512207,8276.86523438,2943.32080078,720.0,0.0108262589201,0.188702791929,204943.060602,21571.8079785,1294778,0.933718681335,-0.0345691256225,8239.12197986,-10081.0288477,164629.617749,6427.97453928,201.428613646,0.4635905647,8296.62695312,1798.30277778,36,720.0,0.929550766945,-0.000965083762856,0.186309799552,0.0516800780908,
2965.14868164,8253.60742188,2958.50878906,740.0,0.0495034381747,0.189646139741,221960.02506,68349.8203271,1344347,0.932490944862,-0.019867412746,8335.99032764,-10253.1374023,167895.15074,6653.5954988,202.048200893,0.459217900511,8272.23242188,1816.68513514,37,740.0,0.910930991173,0.000230944403614,0.186735600233,0.0516800780908,
3004.80371094,8234.87597656,3001.32446289,760.0,0.0565449744463,0.190106779337,216237.830341,14333.1369043,1379482,0.919492483139,-0.0120609458536,8372.29727896,-10266.8723047,168093.901919,6810.73004866,202.545393834,0.457680734558,8250.40527344,1815.10789474,38,760.0,0.915605783463,0.00108262319166,0.186869859695,0.0516800780908,
3000.93408203,8245.47460938,2997.19677734,780.0,0.0300143640488,0.191084519029,222112.555178,116639.672507,1426038,0.921655535698,0.0174908209592,8459.112596,-10359.8995312,170644.505921,7025.19822431,202.989005359,0.452604208028,8261.11914062,1828.25384615,39,780.0,0.908632695675,0.00182008338637,0.187368690968,0.054859444278,
3051.29711914,8260.36132812,3046.99511719,800.0,-0.00194399803877,0.191830545664,227253.056142,9872.68160645,1468469,0.918017327785,0.0206170026213,8520.3201201,-10587.8797266,172218.936558,7225.92825627,203.222194841,0.449715689203,8278.45214844,1835.58625,40,800.0,0.914333879948,0.00335261724371,0.187717616558,0.054859444278,
3002.59960938,8271.61035156,2998.44824219,820.0,0.0221092104912,0.192259550095,224556.318184,118161.168252,1499030,0.922817885876,0.0220557563007,8555.72571855,-10616.0837891,171937.751948,7371.1216538,203.365250284,0.448381148712,8289.0390625,1828.08536585,41,820.0,0.923781573772,0.00440476742837,0.187846377492,0.054859444278,
3014.06054688,8354.72265625,3007.25708008,840.0,0.103515192866,0.192807018757,202320.299039,15651.7531494,1536187,0.927998244762,-0.0251829233021,8594.25613438,-10531.8623047,171993.38268,7537.76740289,203.798673784,0.446965607885,8373.59765625,1828.79404762,42,840.0,0.910950362682,0.00520912680515,0.187995404005,0.054859444278,
2994.53540039,8377.12109375,2991.32373047,860.0,0.0163574982435,0.193169534206,200932.181282,14437.6978223,1569113,0.925534546375,0.0448343269527,8620.17609416,-10577.7808398,171912.306496,7675.69332004,204.42622374,0.446193213693,8394.61914062,1824.55,43,860.0,0.933463871479,0.00553631184362,0.188088029623,0.054859444278,
2957.91552734,8502.64648438,2954.29101562,880.0,0.0845462679863,0.193783640862,188466.070972,16123.8516553,1608435,0.925640821457,0.0279673673213,8672.7413447,-10815.8469531,172669.683768,7859.7276988,204.642585804,0.443722217129,8520.68847656,1827.76704545,44,880.0,0.922566771507,0.00623703285598,0.188251167536,0.0594049171034,
2971.0949707,8508.88671875,2970.69458008,900.0,0.144089072943,0.194238245487,170349.980606,11572.6153564,1637118,0.92519402504,0.0620879642665,8703.53199679,-10878.4191992,172011.274785,8004.88870358,204.514773487,0.442354868832,8528.140625,1819.02,45,900.0,0.915523171425,0.00686233179362,0.188436567783,0.0605989559372,
2995.85449219,8486.046875,2992.54443359,920.0,0.0411228723824,0.19493624568,182664.16213,17098.8405957,1678482,0.930107414722,-0.00307328812778,8749.49602879,-10798.3301953,173103.666098,8203.27480173,204.611212055,0.44103919574,8502.4375,1824.43695652,46,920.0,0.923807621002,0.00773930140496,0.18873912096,0.0605989559372,
2997.85546875,8561.25976562,2998.53466797,940.0,-0.00330272130668,0.195973694324,210698.172719,21883.8419971,1734270,0.931454002857,0.0486205779016,8833.244861,-10822.6042383,176110.913535,8459.36647272,205.011806214,0.437363707439,8580.15136719,1844.96808511,47,940.0,0.928583741188,0.00788982038708,0.189192712307,0.0605989559372,
3026.13378906,8537.3203125,3020.55883789,960.0,0.0140067469329,0.196843087673,225479.260281,25345.1818701,1777223,0.936811089516,0.0244290940464,8899.09464704,-10915.6313867,177492.197516,8673.52991676,204.901927711,0.434503792551,8553.05761719,1851.27395833,48,960.0,0.945516645908,0.00882624065528,0.189558595419,0.0618169949515,
3036.51831055,8555.59570312,3033.87792969,980.0,0.0322487428784,0.19731143117,219706.863688,13617.4254785,1814514,0.924413025379,0.00990072172135,8929.67468762,-10967.3475391,177469.396005,8833.62166238,205.409974453,0.432929821212,8572.06054688,1851.54489796,49,980.0,0.926968574524,0.00953594420931,0.189676091075,0.0618169949515,
3034.60058594,8531.79492188,3028.31103516,1000.0,0.147775739431,0.198149129748,240376.984916,19248.2341602,1858670,0.92402279377,0.00379604753107,8991.31756094,-10841.8691406,178847.845798,9046.24834394,205.463074783,0.430115093943,8550.93945312,1858.67,50,1000.0,0.908890664577,0.0104878576087,0.190011456609,0.0618169949515,
3030.58569336,8550.60742188,3026.66577148,1020.0,-0.0179786439985,0.198654189706,230516.841449,19910.3387598,1894270,0.929404020309,-0.00633859541267,9024.34001395,-11025.4919531,178732.40878,9220.40260363,205.443306701,0.428128777325,8568.22265625,1857.12745098,51,1020.0,0.930082440376,0.0108347986356,0.190173789859,0.0618169949515,
3108.71166992,8568.0234375,3101.6105957,1040.0,-0.0498247519135,0.198975920677,190305.770739,58185.9842676,1920619,0.928177535534,-0.0143963815644,9030.05370724,-10905.1199414,177475.803651,9352.09427357,205.367797182,0.428318829562,8586.62304688,1846.74903846,52,1040.0,0.925981760025,0.011544185746,0.190302163363,0.0630595165501,
3131.37744141,8541.09570312,3126.92333984,1060.0,-0.0465868748724,0.199652343988,181979.039677,53576.2992236,1959038,0.928995728493,0.0205258410424,9076.33447606,-10994.0752539,177915.484512,9541.08512568,205.326540346,0.426491550237,8558.34179688,1848.1490566,53,1060.0,0.928385913372,0.0125661247206,0.190518051386,0.0630595165501,
3146.86865234,8567.79101562,3137.96069336,1080.0,-0.0549317970872,0.199795678258,162433.587853,30693.7739893,1978886,0.93881881237,-0.0287806615233,9074.90646456,-11013.0579297,176077.191546,9645.01371765,205.171921775,0.427193032917,8586.359375,1832.30185185,54,1080.0,0.943796336651,0.0140079578283,0.190530836582,0.0630595165501,
3196.8046875,8507.48828125,3192.56274414,1100.0,0.093201354146,0.200500547886,158698.465828,31848.6306543,2024383,0.933247208595,0.0112998476252,9118.15300355,-10953.1690625,177016.083983,9850.67250586,205.507085815,0.425954643583,8523.421875,1840.34818182,55,1100.0,0.924367189407,0.0145871615275,0.190749466419,0.0630595165501,
3157.1315918,8564.20507812,3153.03027344,1120.0,0.129311025143,0.200740963221,143755.462233,21888.8796387,2046826,0.929470062256,0.0510973893106,9125.86943219,-10940.5933594,175609.467124,9975.35209894,205.188346206,0.42606380578,8579.17578125,1827.52321429,56,1120.0,0.918258726597,0.0154994950129,0.190830826759,0.0630595165501,
3150.11621094,8561.90625,3149.23803711,1140.0,-0.0408808849752,0.201171189547,153714.761908,20707.481792,2083965,0.91789317131,0.107952013612,9145.29467488,-10929.4550195,175391.501744,10152.5366919,205.265448749,0.425534324405,8582.74414062,1828.03947368,57,1140.0,0.941932499409,0.0159558098699,0.190945342183,0.0656199857907,
3147.48535156,8531.48925781,3144.83740234,1160.0,0.0374942198396,0.201888442039,149728.01527,15258.5456006,2121723,0.922391891479,0.0642115697265,9176.37765307,-10769.855918,175485.530267,10339.4642723,205.206279951,0.42390173811,8547.59765625,1829.07155172,58,1160.0,0.916402995586,0.016331434933,0.191378802061,0.0656199857907,
3144.7644043,8496.52929688,3142.90063477,1180.0,-0.0445628687739,0.202344790101,166388.585096,18764.3772754,2156328,0.91548371315,-0.0208908170462,9193.92813689,-10796.0110937,175256.123203,10500.0203021,205.364174351,0.423023794463,8514.30371094,1827.39661017,59,1180.0,0.9261328578,0.0168625874876,0.191524669528,0.0656199857907,
3136.90771484,8446.671875,3133.70507812,1200.0,0.00290346425027,0.203012317419,165219.547422,64224.9814746,2203649,0.919922530651,0.059972025454,9223.44347178,-10857.5907227,176033.039269,10725.517838,205.458518021,0.421129058205,8464.72167969,1836.37416667,60,1200.0,0.926895260811,0.0173003999889,0.191793233156,0.0656199857907,
3114.80615234,8444.89648438,3107.73095703,1220.0,0.040350265801,0.203664988279,192250.603587,18548.2163916,2244936,0.929097235203,0.0425488688052,9266.30961681,-10881.7762695,176973.494703,10937.9664652,205.242538193,0.419355481017,8462.83691406,1840.11147541,61,1220.0,0.949214696884,0.0179342881819,0.19201298058,0.0656199857907,
3109.93725586,8474.47460938,3105.03759766,1240.0,0.170659378171,0.204083055258,187783.07908,18148.8959912,2273160,0.922153949738,0.0623720809817,9284.80206734,-10896.2640234,176390.822497,11087.5783997,205.018617958,0.418278938599,8493.07226562,1833.19354839,62,1240.0,0.901756107807,0.0187042524897,0.192173063755,0.0656199857907,
3098.13476562,8467.1015625,3092.32763672,1260.0,-0.016463380307,0.204394310713,174239.908753,16105.2605127,2299041,0.910021364689,0.043409910053,9291.81509378,-10659.0174609,175386.671417,11231.1134405,204.702856237,0.417367623589,8484.51171875,1824.63571429,63,1260.0,0.925204157829,0.0191749003137,0.192334607244,0.0656199857907,
3127.96411133,8431.01757812,3123.65649414,1280.0,0.0355005562305,0.20493042469,183850.332983,37598.1723633,2336802,0.91946387291,-0.00783237814903,9324.68482304,-10867.215332,175927.545842,11407.3343484,204.850837945,0.415768157142,8446.21972656,1825.6265625,64,1280.0,0.923305749893,0.0194281008276,0.192489266396,0.0656199857907,
3131.45068359,8433.32714844,3128.59619141,1300.0,-0.0270403623581,0.205543935299,188408.620983,20154.1556982,2382892,0.923105478287,-0.0669793635607,9359.06861385,-10791.6793359,176985.007094,11620.565222,205.058183872,0.414028265378,8450.18652344,1832.99384615,65,1300.0,0.917494356632,0.0192772661352,0.192660093307,0.0710570416366,
3138.60449219,8456.07128906,3136.35961914,1320.0,-0.103348471224,0.205796420574,161145.335942,32077.5002539,2408340,0.922543227673,-0.0839877426624,9357.76612744,-10747.1313086,175774.391766,11760.8519678,204.775981076,0.414107777673,8478.34960938,1824.5,66,1320.0,0.915704250336,0.0192682976045,0.192773491144,0.0710570416366,
3190.95898438,8440.79980469,3182.8125,1340.0,-0.0989886000752,0.206209719181,169570.698026,16212.404541,2446843,0.916983664036,-0.0502810068429,9375.59943943,-10827.4909375,175881.857984,11955.3993475,204.664263306,0.413919508598,8459.46875,1826.00223881,67,1340.0,0.919607937336,0.0189903798845,0.192893147469,0.0710570416366,
3169.48168945,8420.72265625,3165.80517578,1360.0,0.0834479629993,0.206673324108,181711.696536,25816.7281152,2484701,0.914728939533,0.0426161885262,9388.87165222,-10734.6780664,175851.746793,12145.8620284,204.571811716,0.4129928062,8437.59570312,1826.98602941,68,1360.0,0.919171094894,0.0190987023995,0.193093091249,0.0710570416366,
3139.98828125,8428.94433594,3137.3371582,1380.0,-0.0440413057804,0.207206442952,180404.306074,24573.7201416,2525180,0.912377774715,-0.0410416871309,9413.93618908,-10765.2413672,176251.948757,12352.7696209,204.422172314,0.412118172978,8448.2265625,1829.84057971,69,1380.0,0.918349862099,0.019104461781,0.193303465843,0.0710570416366,
3148.57177734,8434.84863281,3144.91552734,1400.0,-0.082645572722,0.207974582911,180383.596876,57291.4413623,2575932,0.915121614933,-0.0398219972849,9445.69802738,-10896.4229492,177227.763507,12588.4864609,204.626029348,0.410057253942,8452.74707031,1839.95142857,70,1400.0,0.930428564548,0.0191921863377,0.193605035543,0.0710570416366,
3099.79272461,8415.92773438,3093.64624023,1420.0,0.0950175076723,0.20845079422,194550.461819,133717.186855,2609695,0.912299215794,-0.0125630088151,9464.6504614,-10770.5896875,177096.650221,12760.8819561,204.507416414,0.409284357757,8436.74804688,1837.81338028,71,1420.0,0.907757282257,0.0197007871772,0.193767845631,0.0710570416366,
3109.1484375,8429.59179688,3102.50708008,1440.0,0.0681615844369,0.208852946758,194772.333292,54768.9050098,2648031,0.92292290926,-0.0137184197083,9478.58325671,-10827.1352734,177193.696547,12939.409595,204.6485182,0.408832414648,8452.00292969,1838.91041667,72,1440.0,0.906140387058,0.0205739446983,0.193857938051,0.0739422424658,
3135.39135742,8471.26464844,3129.38574219,1460.0,-0.0454885363579,0.209189832211,197321.152285,18501.9401367,2688374,0.92081451416,-0.0503390952945,9488.73498364,-10773.2518359,177322.254019,13123.8789754,204.845991421,0.409192219496,8493.93554688,1841.35205479,73,1460.0,0.941890120506,0.0217329405723,0.193950921297,0.0739422424658,
3138.22216797,8474.61328125,3134.15625,1480.0,-0.190799593925,0.20969119668,198234.929829,134417.158623,2731639,0.920810937881,-0.0510004274547,9504.61961588,-10688.932832,177737.285316,13319.7760446,205.081451133,0.408544435165,8494.74609375,1845.70202703,74,1480.0,0.92183893919,0.0221780614392,0.194164559245,0.0739422424658,
3120.26464844,8450.93066406,3120.35058594,1500.0,-0.145130723715,0.209721565247,166640.161425,82013.0422266,2756576,0.925985634327,-0.0694933235645,9489.68122246,-10686.4036523,176521.923368,13439.0944278,205.116201453,0.40968426493,8475.609375,1837.71733333,75,1500.0,0.931355774403,0.0233880785072,0.194183140993,0.0739422424658,
3098.56274414,8495.5390625,3095.55981445,1520.0,-0.055402584374,0.209981620312,166607.609067,82878.9199658,2795306,0.916685461998,-0.0198621451855,9490.52666812,-10564.7933398,176406.581724,13607.7033153,205.420851355,0.410114692196,8517.33007812,1839.01710526,76,1520.0,0.911117553711,0.0238893267578,0.194328829646,0.0656199857907,
3102.36425781,8549.45898438,3099.20068359,1540.0,0.162744805217,0.210303366184,166998.274382,60082.8621045,2832866,0.908661544323,0.00778203736991,9504.5778597,-10563.9348633,176531.656147,13775.5317221,205.644766181,0.40949380216,8571.78320312,1839.52337662,77,1540.0,0.898599147797,0.0240463360839,0.194378614426,0.0656199857907,
3069.45239258,8587.90625,3066.96655273,1560.0,-0.106523737311,0.210670799017,162878.604346,19544.8385986,2867741,0.926990747452,-0.0561157874763,9514.90920718,-10597.5612305,176396.37904,13951.29866,205.553695744,0.40860148412,8613.63671875,1838.29551282,78,1560.0,0.920001864433,0.0239691400168,0.194569289684,0.0656199857907,
3010.85668945,8651.34667969,3007.40893555,1580.0,-0.0756430327892,0.210963964462,151965.007248,33857.0587988,2901061,0.915440678596,-0.0433189347386,9521.94829683,-10560.8586523,176106.128477,14108.3827026,205.626758301,0.408298265112,8676.64257812,1836.11455696,79,1580.0,0.90760654211,0.0238300791848,0.194649234414,0.0656199857907,
3058.03100586,8649.63183594,3052.77612305,1600.0,-0.0590690597892,0.211318165064,162731.665759,19596.418667,2928912,0.908289134502,-0.0180355906487,9534.59964759,-10513.621875,175660.032267,14256.309865,205.446712911,0.407466343716,8675.2265625,1830.57,80,1600.0,0.904000282288,0.0238464522716,0.194758832455,0.0656199857907,
3070.22192383,8591.17578125,3065.77026367,1620.0,-0.00741062872112,0.21169012785,162524.696011,23069.4617773,2963908,0.919754743576,-0.0542722381651,9550.95878786,-10547.7568164,175549.675198,14429.1045015,205.411777266,0.406414317313,8614.47265625,1829.57283951,81,1620.0,0.907027482986,0.0242361111672,0.194836050272,0.0656199857907,
